t_date,code,p_open,p_high,p_low,p_close,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred,pred_up,pred_down
2014/6/19,2882,47,47.1,46.8,47,17090,2922605,-956,115,2456,1.44,16.43,4.26,º¦,1,0
2014/6/20,2882,47,47.05,46.85,46.9,19158,2908650,-323,-474,43,1.44,16.4,4.26,¶^,0,1
2014/6/23,2882,46.9,47,46.7,46.9,30221,2900990,1499,-81,1420,1.44,16.4,4.26,¥­,0,0
2014/6/24,2882,45.6,46,45.6,45.8,17121,2898207,3764,71,-2534,1.4,16.01,4.37,¶^,0,1
2014/6/25,2882,45.9,45.9,45.45,45.7,15499,2899102,974,63,-572,1.4,15.98,4.38,¶^,0,1
2014/6/26,2882,45.9,46.1,45.75,46.1,10361,2899859,777,0,96,1.41,16.12,4.34,º¦,1,0
2014/6/27,2882,46.1,46.2,45.9,46.2,9894,2901431,3390,0,-763,1.42,16.15,4.33,º¦,1,0
2014/6/30,2882,46.2,46.65,46.05,46.65,13854,2904432,3001,-38,952,1.43,16.31,4.29,º¦,1,0
2014/7/1,2882,46.65,46.8,46.4,46.5,8900,2905802,1465,-173,308,1.43,16.26,4.3,¶^,0,1
2014/7/2,2882,46.75,46.8,45.55,46.25,15548,2906689,611,1182,-760,1.42,16.17,4.32,¶^,0,1
2014/7/3,2882,46.25,46.3,45.95,46.15,9181,2898489,2822,-283,-65,1.41,16.14,4.33,¶^,0,1
2014/7/4,2882,46.15,46.6,46.1,46.25,10353,2900355,2147,-618,562,1.42,16.17,4.32,º¦,1,0
2014/7/7,2882,46.15,46.15,45.9,46,10100,2904472,4117,-701,-387,1.41,16.08,4.35,¶^,0,1
2014/7/8,2882,46,47.15,45.9,46.9,17508,2909721,5249,-14,3263,1.44,16.4,4.26,º¦,1,0
2014/7/9,2882,46.9,47.1,46.7,46.95,14518,2910187,466,1432,-1264,1.44,16.42,4.26,º¦,1,0
2014/7/10,2882,47.6,48.45,47.6,48.3,34824,2911510,2031,793,3964,1.48,16.89,4.14,º¦,1,0
2014/7/11,2882,48.1,48.3,47.7,47.85,20612,2915111,3435,838,-1755,1.47,16.73,4.18,¶^,0,1
2014/7/14,2882,48.25,50.4,48.05,50,45224,2929448,14562,769,2534,1.53,17.48,4,º¦,1,0
2014/7/15,2882,50.5,51.9,50.2,51,40531,2934163,4714,1617,-3562,1.56,17.83,3.92,º¦,1,0
2014/7/16,2882,51.5,51.6,50.4,50.8,24475,2941378,6293,225,-1340,1.56,17.76,3.94,¶^,0,1
2014/7/17,2882,50.8,51.7,50.6,51.2,33623,2967839,15367,713,1547,1.57,17.9,3.91,º¦,1,0
2014/7/18,2882,50.8,51.5,50.7,51.5,19771,2975766,7928,210,281,1.58,18.01,3.88,º¦,1,0
2014/7/21,2882,52,52.5,51.4,51.6,30238,2980634,4868,100,-463,1.58,18.04,3.88,º¦,1,0
2014/7/22,2882,51.6,51.9,51,51.6,21926,2987733,7284,-1379,1586,1.58,18.04,3.88,¥­,0,0
2014/7/24,2882,51.6,53.1,51.4,53.1,36655,3003350,15710,-453,2262,1.63,18.57,3.77,º¦,1,0
2014/7/25,2882,53.2,53.6,52.8,53,36935,3012529,9180,927,-2367,1.62,18.53,3.77,¶^,0,1
2014/7/28,2882,53.1,54.1,52.8,53.9,34466,3020006,5677,94,4419,1.65,18.85,3.71,º¦,1,0
2014/7/29,2882,51.8,52,49.9,50.1,51121,3024525,6403,827,-3052,1.54,17.52,3.99,¶^,0,1
2014/7/30,2882,50.2,51.3,50,50.9,29162,3033999,7053,-817,-2052,1.56,17.8,3.93,º¦,1,0
2014/7/31,2882,50.9,50.9,50.1,50.4,23828,3037892,4530,-52,-234,1.54,17.62,3.97,¶^,0,1
2014/8/1,2882,49.3,50.1,49.1,49.4,27984,3044394,6579,-710,-1569,1.51,17.27,4.05,¶^,0,1
2014/8/4,2882,49,49.2,48.6,49,21332,3039916,-4038,-2,289,1.5,17.13,4.08,¶^,0,1
2014/8/5,2882,48.75,48.75,47.3,47.55,45637,3033747,-5762,-1272,-3765,1.46,16.63,4.21,¶^,0,1
2014/8/6,2882,47.5,48.6,47.25,48.6,25814,3042061,8645,367,-525,1.49,16.99,4.12,º¦,1,0
2014/8/7,2882,48.6,49.15,48.4,48.7,20333,3042222,-166,-50,97,1.49,17.03,4.11,º¦,1,0
2014/8/8,2882,48.55,48.55,47.75,48.3,18075,3043556,-2207,177,232,1.48,16.89,4.14,¶^,0,1
2014/8/11,2882,49,49.05,48.6,48.9,15743,3174211,-3138,569,476,1.5,17.1,4.09,º¦,1,0
2014/8/12,2882,48.9,49.25,48.3,48.55,14226,3170327,-3518,-1425,-119,1.49,16.98,4.12,¶^,0,1
2014/8/13,2882,48.65,49.3,48.65,49.3,16837,3176059,5732,17,-564,1.51,17.24,4.06,º¦,1,0
2014/8/14,2882,49.55,49.8,49.35,49.8,20108,3186276,8216,-1062,-1410,1.53,17.41,4.02,º¦,1,0
2014/8/15,2882,50,50,49.1,49.4,10032,3184806,-2947,20,148,1.51,17.27,4.05,¶^,0,1
2014/8/18,2882,49.5,49.5,48.8,49,10160,3189764,1461,133,-122,1.5,17.13,4.08,¶^,0,1
2014/8/19,2882,49.5,49.5,49.2,49.4,13116,3192530,2765,204,13,1.51,17.27,4.05,º¦,1,0
2014/8/20,2882,50,50.7,49.7,50.5,26522,3196022,1880,1231,2383,1.55,17.66,3.96,º¦,1,0
2014/8/21,2882,50.5,51.1,50.4,50.9,19659,3198207,2185,378,-930,1.56,17.8,3.93,º¦,1,0
2014/8/22,2882,51.1,52.1,51,51.9,35570,3213628,15536,1123,1905,1.59,18.15,3.85,º¦,1,0
2014/8/25,2882,52.1,52.3,51.6,51.8,13007,3217120,3625,79,-544,1.59,18.11,3.86,¶^,0,1
2014/8/26,2882,51.8,52,51.1,51.8,14480,3222170,5068,176,517,1.59,18.11,3.86,¥­,0,0
2014/8/27,2882,52,52.3,51.6,52.1,21958,3231229,9290,145,-142,1.6,18.22,3.84,º¦,1,0
2014/8/28,2882,52.3,52.5,51.6,51.8,18176,3244766,4191,559,413,1.59,18.11,3.86,¶^,0,1
2014/8/29,2882,51.3,51.6,51,51,16997,3249898,-3066,0,363,1.56,17.83,3.92,¶^,0,1
2014/9/1,2882,51.2,51.9,51.1,51.5,14316,3254571,4673,824,-5,1.52,18.01,3.88,º¦,1,0
2014/9/2,2882,51.3,51.6,50.6,50.7,15323,3252188,-2383,-323,42,1.5,13.63,3.94,¶^,0,1
2014/9/3,2882,50.7,51.6,50.7,51.5,17450,3271599,3624,36,647,1.52,13.84,3.88,º¦,1,0
2014/9/4,2882,51.6,51.8,51.1,51.8,7205,3273553,1954,732,30,1.53,13.92,3.86,º¦,1,0
2014/9/5,2882,51.9,52,51.6,52,12477,3278641,4109,1173,-3,1.53,13.98,3.85,º¦,1,0
2014/9/9,2882,52.3,52.4,52,52.4,16914,3285913,7272,222,-617,1.55,14.09,3.82,º¦,1,0
2014/9/10,2882,52.4,52.4,51.4,52,18915,3289762,1275,720,-2360,1.53,13.98,3.85,¶^,0,1
2014/9/11,2882,52,52,51.6,51.7,8427,3288979,-783,665,-1212,1.52,13.9,3.87,¶^,0,1
2014/9/12,2882,51.5,51.8,50.8,50.9,14824,3289839,860,195,-1481,1.5,13.68,3.93,¶^,0,1
2014/9/15,2882,50.8,50.8,50,50,14426,3285902,-3421,81,-1223,1.47,13.44,4,¶^,0,1
2014/9/16,2882,50.1,50.3,49.75,49.75,11105,3285413,-489,351,-821,1.47,13.37,4.02,¶^,0,1
2014/9/17,2882,50.4,50.9,50,50.2,15910,3282199,-2048,513,925,1.48,13.49,3.98,º¦,1,0
2014/9/18,2882,50.7,50.7,50,50.7,6784,3282560,563,41,-25,1.5,13.63,3.94,º¦,1,0
2014/9/19,2882,50.9,51.3,50.6,50.8,11083,3281979,-581,293,235,1.5,13.66,3.94,º¦,1,0
2014/9/22,2882,50.7,50.8,49.75,50.8,17476,3279902,-1634,117,-580,1.5,13.66,3.94,¥­,0,0
2014/9/23,2882,50.3,50.5,49.95,49.95,13677,3272746,-6492,37,327,1.47,13.43,4,¶^,0,1
2014/9/24,2882,49.8,50.6,49.8,50.1,12227,3274180,1636,642,860,1.48,13.47,3.99,º¦,1,0
2014/9/25,2882,50.4,50.5,49.8,50,17754,3286259,8301,0,-545,1.47,13.44,4,¶^,0,1
2014/9/26,2882,49.3,50.5,49.15,50.1,22143,3294651,6320,-72,885,1.48,13.47,3.99,º¦,1,0
2014/9/29,2882,50.2,50.4,49.7,50.1,19274,3296709,-259,0,77,1.48,13.47,3.99,¥­,0,0
2014/9/30,2882,50,50.3,49.55,49.55,26174,3297890,2187,69,444,1.46,13.32,4.04,¶^,0,1
2014/10/1,2882,49.4,49.6,49,49.1,17122,3289047,-8542,-80,810,1.45,13.2,4.07,¶^,0,1
2014/10/2,2882,48.6,48.95,48.4,48.6,19882,3282189,-6858,-152,439,1.43,13.06,4.12,¶^,0,1
2014/10/3,2882,48.8,50.1,48.75,50,14898,3285955,3766,0,541,1.47,13.44,4,º¦,1,0
2014/10/6,2882,50,50.3,49.65,50,15687,3286926,-1955,681,-81,1.47,13.44,4,¥­,0,0
2014/10/7,2882,49.8,50,49.1,50,16526,3289081,2056,5,-237,1.47,13.44,4,¥­,0,0
2014/10/8,2882,49.7,49.95,49.5,49.5,12796,3287487,-1594,-715,-280,1.46,13.31,4.04,¶^,0,1
2014/10/9,2882,50,50.3,49.65,50,19667,3294281,6736,57,-325,1.47,13.44,4,º¦,1,0
2014/10/13,2882,49,49.3,47.95,48.15,25595,3290804,-3476,748,-1283,1.42,12.94,4.15,¶^,0,1
2014/10/14,2882,48,48.95,47.8,48.95,19720,3291496,800,-72,-429,1.44,13.16,4.09,º¦,1,0
2014/10/15,2882,48.7,48.7,47.85,47.95,24239,3285193,-6253,201,-1111,1.41,12.89,4.17,¶^,0,1
2014/10/16,2882,46.3,47.4,46.3,46.8,26277,3275176,-10062,-300,579,1.38,12.58,4.27,¶^,0,1
2014/10/17,2882,47,47.3,45.5,45.5,30951,3270061,-4814,-477,-2115,1.34,12.23,4.4,¶^,0,1
2014/10/20,2882,46.4,46.65,46,46.6,15340,3270587,572,0,1061,1.37,12.53,4.29,º¦,1,0
2014/10/21,2882,47,47.1,46.6,46.9,10024,3270864,278,-42,-88,1.38,12.61,4.26,º¦,1,0
2014/10/22,2882,47.3,47.5,47.15,47.25,12841,3268495,-2730,52,1042,1.39,12.7,4.23,º¦,1,0
2014/10/23,2882,47.2,47.35,47,47,7077,3267138,-1357,19,433,1.39,12.63,4.26,¶^,0,1
2014/10/24,2882,47.1,47.2,46.3,46.3,10389,3266259,-1382,-637,-181,1.37,12.45,4.32,¶^,0,1
2014/10/27,2882,46.75,47.2,46.7,47,15190,3277086,11377,-911,-201,1.39,12.63,4.26,º¦,1,0
2014/10/28,2882,47.5,49.3,47.5,49.15,34926,3290430,13973,975,4897,1.45,13.21,4.07,º¦,1,0
2014/10/29,2882,49.7,49.9,49.05,49.9,26818,3300176,9426,1143,-2048,1.47,13.41,4.01,º¦,1,0
2014/10/30,2882,49.9,49.9,49.3,49.45,13660,3300468,292,216,-138,1.46,13.29,4.04,¶^,0,1
2014/10/31,2882,49.9,50.2,49.45,50,15811,3303350,2839,1739,-481,1.47,13.44,4,º¦,1,0
2014/11/3,2882,50.3,50.3,49.6,49.95,13268,3302789,-1931,1608,760,1.47,13.43,4,¶^,0,1
2014/11/4,2882,49.95,50.3,49.5,49.5,14461,3299369,-3611,106,1035,1.46,13.31,4.04,¶^,0,1
2014/11/5,2882,49.5,49.7,48.8,49.05,15997,3296499,-3330,-437,439,1.45,13.19,4.08,¶^,0,1
2014/11/6,2882,49,49.15,48.85,49,9598,3298851,2230,200,25,1.45,13.17,4.08,¶^,0,1
2014/11/7,2882,49,49.2,48.7,49.05,6815,3299527,500,-36,-1184,1.45,13.19,4.08,º¦,1,0
2014/11/10,2882,48.8,50.1,48.8,50,18739,3305543,6944,933,1106,1.47,13.44,4,º¦,1,0
2014/11/11,2882,50,50.1,49.7,49.8,8193,3307322,1517,534,-1972,1.47,13.39,4.02,¶^,0,1
2014/11/12,2882,49.75,49.75,48.8,48.95,11554,3305491,-1173,64,-1341,1.44,13.16,4.09,¶^,0,1
2014/11/13,2882,49.25,49.4,49.15,49.3,7543,3307711,2209,1132,-1386,1.45,13.25,4.06,º¦,1,0
2014/11/14,2882,49.45,49.95,49.3,49.8,15377,3309542,1818,270,-550,1.47,13.39,4.02,º¦,1,0
2014/11/17,2882,49.9,50.2,49.25,49.65,11945,3307501,-2051,-69,39,1.46,13.35,4.03,¶^,0,1
2014/11/18,2882,49.7,49.85,48.9,49.35,14730,3305719,-1782,0,-635,1.46,13.27,4.05,¶^,0,1
2014/11/19,2882,49.5,49.8,49.25,49.7,18366,3317323,7836,-50,-111,1.47,13.36,4.02,º¦,1,0
2014/11/20,2882,49.8,50.2,49.75,50,21970,3323618,6211,-50,2183,1.47,13.44,4,º¦,1,0
2014/11/21,2882,50.1,50.3,49.8,49.8,12906,3321266,-2585,30,1278,1.47,13.39,4.02,¶^,0,1
2014/11/24,2882,50,50.2,49.75,50,14144,3320197,-1091,-50,940,1.47,13.44,4,º¦,1,0
2014/11/25,2882,50,50,49.65,49.85,12002,3318533,-1517,-409,-710,1.47,13.4,4.01,¶^,0,1
2014/11/26,2882,50,50,49.4,49.45,11586,3313166,-5459,-1362,192,1.46,13.29,4.04,¶^,0,1
2014/11/27,2882,49.5,50.2,49.5,49.8,12038,3313250,-2,-134,511,1.47,13.39,4.02,º¦,1,0
2014/11/28,2882,49.8,50,49.7,49.9,11268,3312992,-170,0,-283,1.59,13.41,4.01,º¦,1,0
2014/12/1,2882,48.5,48.95,48,48,42535,3296307,-16685,-3725,-1623,1.53,12.9,4.17,¶^,0,1
2014/12/2,2882,48.05,48.05,46.3,46.55,58885,3281288,-15528,-12627,102,1.48,12.51,4.3,¶^,0,1
2014/12/3,2882,46.75,47.55,46.7,47.5,31130,3273366,-7910,-1571,-124,1.51,12.77,4.21,º¦,1,0
2014/12/4,2882,47.55,47.9,47.4,47.6,19436,3270672,-2543,-2440,-323,1.51,12.8,4.2,º¦,1,0
2014/12/5,2882,47.8,47.8,47.25,47.5,20045,3260077,-10595,-484,1129,1.51,12.77,4.21,¶^,0,1
2014/12/8,2882,47.6,47.85,47.4,47.7,13199,3255034,-5042,-222,-8,1.52,12.82,4.19,º¦,1,0
2014/12/9,2882,47.5,47.6,47.2,47.35,12396,3252052,-2982,-155,-161,1.5,12.73,4.22,¶^,0,1
2014/12/10,2882,47.05,47.15,46.5,46.5,33334,3231745,-20308,-513,-358,1.48,12.5,4.3,¶^,0,1
2014/12/11,2882,46.3,46.5,45.95,46.3,18466,3225460,-6677,-719,-494,1.47,12.45,4.32,¶^,0,1
2014/12/12,2882,46.5,46.65,46.1,46.5,15236,3217632,-7828,-1205,817,1.48,12.5,4.3,º¦,1,0
2014/12/15,2882,46,46,45.6,45.75,17941,3209800,-7832,-469,-720,1.45,12.3,4.37,¶^,0,1
2014/12/16,2882,45.75,46.2,45.65,45.8,15756,3207711,-2089,-257,203,1.46,12.31,4.37,º¦,1,0
2014/12/17,2882,45.8,46.15,45,45.05,28556,3200244,-7184,-890,-1020,1.43,12.11,4.44,¶^,0,1
2014/12/18,2882,45.1,45.3,44.15,44.3,42342,3180046,-20003,-1377,-1756,1.41,11.91,4.51,¶^,0,1
2014/12/19,2882,45,45.65,44.6,45.35,31266,3175668,-4398,200,1848,1.44,12.19,4.41,º¦,1,0
2014/12/22,2882,45.8,46.25,45.7,46.15,10585,3174972,-401,90,1229,1.47,12.41,4.33,º¦,1,0
2014/12/23,2882,46.4,46.55,46.15,46.15,10527,3174273,-613,0,204,1.47,12.41,4.33,¥­,0,0
2014/12/24,2882,46.2,46.5,46.15,46.5,9019,3172948,1267,-711,235,1.48,12.5,4.3,º¦,1,0
2014/12/25,2882,46.5,46.6,46.2,46.3,5048,3172538,-410,0,203,1.47,12.45,4.32,¶^,0,1
2014/12/26,2882,46.5,46.7,46.3,46.5,6269,3174233,1695,-200,305,1.48,12.5,4.3,º¦,1,0
2014/12/27,2882,46.65,46.75,46.5,46.75,5297,3174233,0,40,-121,1.49,12.57,4.28,º¦,1,0
2014/12/29,2882,46.2,47.1,46.2,46.85,13121,3178492,4260,-414,221,1.49,12.59,4.27,º¦,1,0
2014/12/30,2882,47,47.05,46.7,46.85,10285,3177544,-947,-217,396,1.49,12.59,4.27,¥­,0,0
2014/12/31,2882,46.8,46.95,46.65,46.95,10314,3178797,1235,-1032,-245,1.49,12.62,4.26,º¦,1,0
2015/1/5,2882,46.75,46.75,46.2,46.4,15539,3175202,-3595,-1318,-218,1.47,12.47,4.31,¶^,0,1
2015/1/6,2882,45.95,45.95,44.8,44.95,39413,3160498,-15113,-3392,-1097,1.43,12.08,4.45,¶^,0,1
2015/1/7,2882,44.95,45.3,44.85,45,16224,3153213,-7284,-199,559,1.43,12.1,4.44,º¦,1,0
2015/1/8,2882,45.7,45.9,45.35,45.55,15922,3154183,-1330,-313,1058,1.45,12.24,4.39,º¦,1,0
2015/1/9,2882,46.1,46.1,45.7,45.75,10051,3152345,-1837,-32,937,1.45,12.3,4.37,º¦,1,0
2015/1/12,2882,45.7,45.7,45.25,45.25,11127,3149061,-3285,-271,0,1.44,12.16,4.42,¶^,0,1
2015/1/13,2882,45.05,45.85,45.05,45.8,21561,3149348,-3112,-836,1210,1.46,12.31,4.37,º¦,1,0
2015/1/14,2882,45.8,45.8,45.25,45.25,13868,3144397,-4950,0,-497,1.44,12.16,4.42,¶^,0,1
2015/1/15,2882,45.25,45.5,45,45,12063,3141170,-3227,-207,-874,1.43,12.1,4.44,¶^,0,1
2015/1/16,2882,44.95,45.3,44.2,44.35,28370,3126980,-15675,-111,-1520,1.41,11.92,4.51,¶^,0,1
2015/1/19,2882,44.8,44.95,44.2,44.5,19395,3124996,-1984,-1955,-24,1.41,11.96,4.49,º¦,1,0
2015/1/20,2882,44.7,45,44.5,45,13801,3126122,919,0,629,1.43,12.1,4.44,º¦,1,0
2015/1/21,2882,45.2,45.4,45,45.4,13155,3130761,5044,-500,382,1.44,12.2,4.41,º¦,1,0
2015/1/22,2882,45.6,46.2,45.5,46.05,33213,3133454,2693,141,3614,1.46,12.38,4.34,º¦,1,0
2015/1/23,2882,46.65,46.8,46.15,46.4,30388,3136998,3225,377,1773,1.47,12.47,4.31,º¦,1,0
2015/1/26,2882,46.5,46.5,46,46.2,12441,3136667,-611,0,-2100,1.47,12.42,4.33,¶^,0,1
2015/1/27,2882,46.5,46.55,46.05,46.45,11947,3137404,714,-647,590,1.48,12.49,4.31,º¦,1,0
2015/1/28,2882,46.05,46.1,45.75,45.8,18210,3134775,-2942,-732,-506,1.46,12.31,4.37,¶^,0,1
2015/1/29,2882,45.6,45.75,45.5,45.5,15717,3127190,-7585,-86,-57,1.45,12.23,4.4,¶^,0,1
2015/1/30,2882,45.9,46,45.5,45.5,10906,3127222,292,-111,33,1.45,12.23,4.4,¥­,0,0
2015/2/2,2882,45.5,45.95,45.5,45.8,6946,3128606,735,0,755,1.46,12.31,4.37,º¦,1,0
2015/2/3,2882,46,46.1,45.8,45.9,11542,3131965,3360,42,77,1.46,12.34,4.36,º¦,1,0
2015/2/4,2882,46.1,46.7,46,46.4,29664,3136267,3989,1428,1662,1.47,12.47,4.31,º¦,1,0
2015/2/5,2882,46.4,46.55,46.3,46.5,13102,3136157,-119,662,8,1.48,12.5,4.3,º¦,1,0
2015/2/6,2882,46.6,46.65,46.25,46.25,9526,3135623,-543,228,-683,1.47,12.43,4.32,¶^,0,1
2015/2/9,2882,46.4,46.45,45.8,46.25,12570,3137438,2757,19,-539,1.47,12.43,4.32,¥­,0,0
2015/2/10,2882,46.55,47.45,46.45,47,44029,3153348,15844,194,724,1.49,12.63,4.26,º¦,1,0
2015/2/11,2882,47.3,47.45,47.05,47.35,24578,3162573,8964,2636,-1921,1.5,12.73,4.22,º¦,1,0
2015/2/12,2882,47.5,47.65,47.3,47.6,18912,3168802,6207,1581,338,1.51,12.8,4.2,º¦,1,0
2015/2/13,2882,47.65,47.7,47.35,47.4,16132,3169838,1015,624,-1096,1.51,12.74,4.22,¶^,0,1
2015/2/24,2882,47.9,48.15,47.65,48,32226,3174258,4406,800,67,1.53,12.9,4.17,º¦,1,0
2015/2/25,2882,48.1,48.2,47.85,48.2,20512,3185821,11331,-83,-1007,1.53,12.96,4.15,º¦,1,0
2015/2/26,2882,48.2,48.2,47.4,47.8,25259,3184768,-1053,-44,-2128,1.52,12.85,4.18,¶^,0,1
2015/3/2,2882,48,48.1,47.2,47.5,16620,3190138,-2800,72,334,1.51,12.77,4.21,¶^,0,1
2015/3/3,2882,47.5,47.6,47.05,47.6,20059,3196468,6331,-5,-183,1.51,12.8,4.2,º¦,1,0
2015/3/4,2882,47.5,47.65,47.25,47.45,10045,3201081,4442,225,-146,1.51,12.76,4.21,¶^,0,1
2015/3/5,2882,47.5,47.6,47.1,47.15,10024,3201520,439,-20,-243,1.5,12.67,4.24,¶^,0,1
2015/3/6,2882,47.2,47.6,47.15,47.5,9612,3202535,240,-25,200,1.51,12.77,4.21,º¦,1,0
2015/3/9,2882,47.25,47.7,47.1,47.5,12422,3204205,1870,-11,-25,1.51,12.77,4.21,¥­,0,0
2015/3/10,2882,47.7,48,47.4,47.8,19228,3203652,-553,0,378,1.52,12.85,4.18,º¦,1,0
2015/3/11,2882,47.4,48.7,47.35,48.5,37317,3202956,4397,-30,3323,1.54,13.04,4.12,º¦,1,0
2015/3/12,2882,48.6,49,48.2,48.75,26630,3202473,-572,476,-2472,1.55,13.1,4.1,º¦,1,0
2015/3/13,2882,48.9,48.95,48,48,17262,3199760,-2811,60,-1008,1.53,12.9,4.17,¶^,0,1
2015/3/16,2882,48,48.3,48,48.1,10177,3200057,312,598,-6,1.53,12.93,4.16,º¦,1,0
2015/3/17,2882,48.55,48.65,48.05,48.05,12367,3203236,2309,-7,-769,1.53,12.92,4.16,¶^,0,1
2015/3/18,2882,48.1,48.6,48.1,48.2,17186,3207585,3452,137,369,1.53,12.96,4.15,º¦,1,0
2015/3/19,2882,48.35,49.7,48.35,49.55,41376,3215374,7587,-65,3810,1.57,13.32,4.04,º¦,1,0
2015/3/20,2882,49.55,50,49.1,49.5,36455,3212023,-3875,611,-969,1.57,13.31,4.04,¶^,0,1
2015/3/23,2882,49.85,50.6,49.4,50.2,32611,3211673,112,251,217,1.6,13.49,3.98,º¦,1,0
2015/3/24,2882,50.2,50.4,49.35,49.5,21784,3209989,-1684,746,-1670,1.57,13.31,4.04,¶^,0,1
2015/3/25,2882,49.5,49.55,48.8,49.05,17058,3210250,251,-10,-229,1.56,13.19,4.08,¶^,0,1
2015/3/26,2882,48.5,50,48.45,50,20829,3220894,10992,0,521,1.59,13.44,4,º¦,1,0
2015/3/27,2882,50,50,49.25,49.25,16677,3220292,-449,-31,-457,1.56,13.24,4.06,¶^,0,1
2015/3/30,2882,49.7,49.8,49.5,49.5,10548,3224798,4506,50,-406,1.57,13.31,4.04,º¦,1,0
2015/3/31,2882,49.95,50,49.6,50,19541,3230524,5714,98,-92,1.45,13.44,4,º¦,1,0
2015/4/1,2882,49.8,49.8,49.25,49.25,12052,3221371,-5264,721,-288,1.43,12.5,4.06,¶^,0,1
2015/4/2,2882,49.55,50.2,49.55,49.6,14583,3227374,6016,50,223,1.44,12.59,4.03,º¦,1,0
2015/4/7,2882,50,50,49.6,49.6,11473,3227512,138,800,-236,1.44,12.59,4.03,¥­,0,0
2015/4/8,2882,49.6,49.95,49.55,49.95,8855,3230331,2916,0,-137,1.45,12.68,4,º¦,1,0
2015/4/9,2882,49.95,50.9,49.8,50.2,23309,3235515,5105,424,2702,1.46,12.74,3.98,º¦,1,0
2015/4/10,2882,50.9,51,50.4,50.6,17108,3239502,3968,173,-924,1.47,12.84,3.95,º¦,1,0
2015/4/13,2882,50.8,50.8,50.4,50.5,13584,3245843,6424,-89,-614,1.47,12.82,3.96,¶^,0,1
2015/4/14,2882,50.5,51,50.4,50.6,17773,3252065,4722,0,-89,1.47,12.84,3.95,º¦,1,0
2015/4/15,2882,50.7,50.8,49.95,50.4,22358,3253424,-951,76,-901,1.46,12.79,3.97,¶^,0,1
2015/4/16,2882,50.4,50.8,50.1,50.8,12781,3257341,3718,0,-349,1.48,12.89,3.94,º¦,1,0
2015/4/17,2882,50.8,50.9,50.4,50.6,11126,3260421,3069,-112,-330,1.47,12.84,3.95,¶^,0,1
2015/4/20,2882,50.2,50.6,50.1,50.3,8934,3263426,2980,9,90,1.46,12.77,3.98,¶^,0,1
2015/4/21,2882,50.4,50.8,50.4,50.8,15080,3273614,10230,29,-153,1.48,12.89,3.94,º¦,1,0
2015/4/22,2882,50.8,51.4,50.5,51.4,21725,3280743,7053,1280,1177,1.49,13.05,3.89,º¦,1,0
2015/4/23,2882,51.7,54.5,51.6,53.8,110086,3314131,32991,2633,13444,1.56,13.65,3.72,º¦,1,0
2015/4/24,2882,54.2,54.5,52.9,53.7,71163,3330437,16066,3660,-5894,1.56,13.63,3.72,¶^,0,1
2015/4/27,2882,54.2,56,54.2,55,88461,3361023,30850,1962,4588,1.6,13.96,3.64,º¦,1,0
2015/4/28,2882,55,56.5,54.8,55.5,74929,3373215,15366,3462,3698,1.61,14.09,3.6,º¦,1,0
2015/4/29,2882,56,56.5,54.6,54.6,60099,3379601,6805,1853,-1914,1.59,13.86,3.66,¶^,0,1
2015/4/30,2882,54.5,55,53.7,53.7,48463,3376614,-3452,-427,2928,1.56,13.63,3.72,¶^,0,1
2015/5/4,2882,54.2,56,54,55.8,51480,3386342,9164,912,326,1.62,14.16,3.58,º¦,1,0
2015/5/5,2882,55.8,56.5,54.9,55.7,44698,3387456,1103,94,-2309,1.62,14.14,3.59,¶^,0,1
2015/5/6,2882,55.1,55.6,54.3,55.5,32711,3390698,4324,1498,-1306,1.61,14.09,3.6,¶^,0,1
2015/5/7,2882,55.4,55.4,54,54.3,31499,3394942,4234,732,-2337,1.58,13.78,3.68,¶^,0,1
2015/5/8,2882,55,55.5,54.5,54.5,31566,3396780,1827,388,714,1.58,13.83,3.67,º¦,1,0
2015/5/11,2882,55.3,55.7,54.3,54.5,25756,3408033,11253,835,-1380,1.58,13.83,3.67,¥­,0,0
2015/5/12,2882,54,55.4,54,55.1,20610,3414642,6664,530,1522,1.6,13.98,3.63,º¦,1,0
2015/5/13,2882,55.5,55.5,54.5,55.3,16446,3419537,4639,116,-711,1.61,14.04,3.62,º¦,1,0
2015/5/14,2882,55.2,55.2,53.4,53.6,35412,3421588,1976,-97,-2045,1.56,13.6,3.73,¶^,0,1
2015/5/15,2882,54,54.5,52.9,54.4,22192,3428788,7128,1,-643,1.58,13.81,3.68,º¦,1,0
2015/5/18,2882,54.5,54.5,53.5,53.9,12113,3431427,2750,-1303,-582,1.57,13.68,3.71,¶^,0,1
2015/5/19,2882,54.7,55.5,54.3,55.3,28789,3438854,7366,31,3748,1.61,14.04,3.62,º¦,1,0
2015/5/20,2882,55.6,55.9,54.9,55.3,20481,3443579,5148,92,-1209,1.61,14.04,3.62,¥­,0,0
2015/5/21,2882,54.6,54.6,53.5,53.5,29283,3434864,-8892,-259,-4950,1.55,13.58,3.74,¶^,0,1
2015/5/22,2882,53.5,54,53.5,53.8,10990,3435924,985,-1150,-868,1.56,13.65,3.72,º¦,1,0
2015/5/25,2882,53.9,54.4,53.5,54.4,12296,3441185,5261,-579,-1358,1.58,13.81,3.68,º¦,1,0
2015/5/26,2882,55,55.3,54.7,55.3,18406,3449841,8630,183,200,1.61,14.04,3.62,º¦,1,0
