t_date,code,p_open,p_high,p_low,p_close,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred,pred_up,pred_down
2014/5/19,2881,40.4,41,40.35,41,26872,3030217,3765,1279,246,1.21,11.52,3.66,º¦,1,0
2014/5/20,2881,41.1,41.1,40.7,40.8,16354,3030749,533,-56,-1185,1.2,11.46,3.68,¶^,0,1
2014/5/21,2881,40.8,40.8,40.1,40.2,12586,3026556,-4193,-1,-310,1.18,11.29,3.73,¶^,0,1
2014/5/22,2881,40.3,40.85,40.15,40.85,21815,3032709,6153,-2700,-385,1.2,11.47,3.67,º¦,1,0
2014/5/23,2881,40.55,41.5,40.55,41.5,21750,3088964,13678,100,965,1.22,11.66,3.61,º¦,1,0
2014/5/26,2881,41.6,42,41.4,42,22520,3098607,9643,628,-382,1.23,11.8,3.57,º¦,1,0
2014/5/27,2881,42,42.15,41.85,42.1,17080,3106620,8027,259,-952,1.24,11.83,3.56,º¦,1,0
2014/5/28,2881,42.15,42.95,41.9,42.75,34017,3115850,9230,750,2608,1.26,12.01,3.51,º¦,1,0
2014/5/29,2881,42.9,43.2,42.75,43.1,37241,3132272,16423,1127,-867,1.27,12.11,3.48,º¦,1,0
2014/5/30,2881,43.2,43.3,43,43.15,36991,3147375,15103,2210,-458,1.27,12.12,3.48,º¦,1,0
2014/6/3,2881,43.3,43.4,42.6,43.1,22826,3152533,5158,522,-236,1.27,12.11,3.48,¶^,0,1
2014/6/4,2881,43,43.05,42.65,42.85,15023,3158472,5940,-10,-893,1.26,12.04,3.5,¶^,0,1
2014/6/5,2881,42.85,43.15,42.6,43.1,12121,3159802,1331,-8,-250,1.27,12.11,3.48,º¦,1,0
2014/6/6,2881,43.3,43.3,42.75,43,10196,3164728,4928,-700,397,1.26,12.08,3.49,¶^,0,1
2014/6/9,2881,43,43,42.75,42.85,8064,3168008,3280,0,-151,1.26,12.04,3.5,¶^,0,1
2014/6/10,2881,43,43.35,43,43.35,17040,3177659,9651,-348,410,1.27,12.18,3.46,º¦,1,0
2014/6/11,2881,43.5,43.6,43.15,43.3,9656,3180686,2861,-29,-275,1.27,12.16,3.46,¶^,0,1
2014/6/12,2881,43.2,43.3,43,43.3,5845,3182368,1682,33,299,1.27,12.16,3.46,¥­,0,0
2014/6/13,2881,43.25,43.25,42.8,43,8347,3182600,233,-372,27,1.26,12.08,3.49,¶^,0,1
2014/6/16,2881,43.2,43.2,42.7,43.15,11807,3184649,5478,-34,-456,1.27,12.12,3.48,º¦,1,0
2014/6/17,2881,43.3,43.3,42.95,43.25,11931,3172638,2836,-329,1447,1.27,12.15,3.47,º¦,1,0
2014/6/18,2881,43.3,43.3,43.05,43.3,15685,3175535,6494,24,541,1.27,12.16,3.46,º¦,1,0
2014/6/19,2881,43.3,43.6,43.3,43.55,19176,3177626,2091,0,3875,1.28,12.23,3.44,º¦,1,0
2014/6/20,2881,43.55,43.7,43.25,43.3,29850,3154883,-11131,-769,5872,1.27,12.16,3.46,¶^,0,1
2014/6/23,2881,41.9,42.15,41.8,42.05,23010,3152422,5372,-495,-6090,1.24,11.81,3.57,¶^,0,1
2014/6/24,2881,42.15,42.35,42.1,42.25,14312,3150739,4606,8,-2220,1.24,11.87,3.55,º¦,1,0
2014/6/25,2881,42.25,42.85,42.15,42.85,16714,3159120,8196,-86,-692,1.26,12.04,3.5,º¦,1,0
2014/6/26,2881,43,43,42.55,42.8,12588,3160335,1236,0,-174,1.26,12.02,3.5,¶^,0,1
2014/6/27,2881,42.65,42.7,42.45,42.55,11767,3160821,2199,0,172,1.25,11.95,3.53,¶^,0,1
2014/6/30,2881,42.55,43.15,42.55,43.15,11886,3164810,4174,-41,543,1.27,12.12,3.48,º¦,1,0
2014/7/1,2881,43.2,43.2,42.9,43,6805,3164582,-138,-40,638,1.26,12.08,3.49,¶^,0,1
2014/7/2,2881,43.15,43.2,42.65,43.1,12630,3165864,1282,-11,-1180,1.27,12.11,3.48,º¦,1,0
2014/7/3,2881,42.7,43.1,42.7,42.75,6545,3153203,-2080,-33,300,1.26,12.01,3.51,¶^,0,1
2014/7/4,2881,42.85,43.05,42.8,43,6608,3153442,238,-5,1175,1.26,12.08,3.49,º¦,1,0
2014/7/7,2881,43,43,42.8,43,7656,3154822,1224,-489,692,1.26,12.08,3.49,¥­,0,0
2014/7/8,2881,43,43.5,42.95,43.45,13990,3163582,8761,-982,-158,1.28,12.21,3.45,º¦,1,0
2014/7/9,2881,43.8,44.7,43.75,44.65,33270,3171972,8390,1886,3719,1.31,12.54,3.36,º¦,1,0
2014/7/10,2881,44.9,45.7,44.8,45.7,33530,3180043,8832,2382,-1431,1.34,12.84,3.28,º¦,1,0
2014/7/11,2881,45.7,45.95,45.2,45.6,24431,3188886,8700,1046,-15,1.34,12.81,3.29,¶^,0,1
2014/7/14,2881,45.8,48,45.4,47,37094,3190917,2224,3530,4322,1.38,13.2,3.19,º¦,1,0
2014/7/15,2881,47.3,48.6,47.3,48.55,41127,3200944,10026,2208,-3367,1.43,13.64,3.09,º¦,1,0
2014/7/16,2881,48.7,48.9,46.85,47,32367,3198568,-3140,309,-203,1.38,13.2,3.19,¶^,0,1
2014/7/17,2881,47.6,47.7,47,47.4,22146,3215898,6673,521,2227,1.39,13.31,3.16,º¦,1,0
2014/7/18,2881,47.1,47.45,47,47.45,16185,3224691,8794,1739,-497,1.4,13.33,3.16,º¦,1,0
2014/7/21,2881,47.95,48.2,47.15,47.7,18355,3225135,445,154,-1069,1.4,13.4,3.14,º¦,1,0
2014/7/22,2881,47.7,48.2,47.45,48.2,22134,3229799,4502,1046,-385,1.42,13.54,3.11,º¦,1,0
2014/7/24,2881,48.4,48.7,47.95,48.7,19331,3236303,6583,39,-1892,1.43,13.68,3.08,º¦,1,0
2014/7/25,2881,48.9,49.6,48.9,49.3,27519,3240618,4315,2532,-790,1.45,13.85,3.04,º¦,1,0
2014/7/28,2881,49.6,49.85,49.1,49.5,14833,3244786,4168,147,-409,1.46,13.9,3.03,º¦,1,0
2014/7/29,2881,49.55,49.8,47.3,47.5,30649,3247715,3320,-469,-513,1.4,13.34,3.16,¶^,0,1
2014/7/30,2881,48,48.6,47.75,48.6,21747,3257108,9394,-1708,-257,1.43,13.65,3.09,º¦,1,0
2014/7/31,2881,48.6,48.6,47.45,47.5,19068,3256318,-257,-704,1971,1.4,13.34,3.16,¶^,0,1
2014/8/1,2881,46.55,47,46.25,46.4,16684,3258260,2004,-69,-623,1.36,13.03,3.23,¶^,0,1
2014/8/4,2881,45.8,46.55,45.8,46.4,15337,3262070,3213,-6,-470,1.36,13.03,3.23,¥­,0,0
2014/8/5,2881,46.4,46.4,44.55,44.55,35623,3254316,-7423,-1336,-3608,1.31,12.51,3.37,¶^,0,1
2014/8/6,2881,44.5,45.4,44.1,45.25,19722,3262943,7961,-587,-521,1.33,12.71,3.31,º¦,1,0
2014/8/7,2881,45.55,45.55,45.1,45.55,8085,3264523,1579,350,-299,1.34,12.79,3.29,º¦,1,0
2014/8/8,2881,45.55,45.6,45.1,45.45,11095,3267441,-9,1697,32,1.34,12.77,3.3,¶^,0,1
2014/8/11,2881,46.5,46.9,46.2,46.4,13799,3267974,1534,277,-138,1.36,13.03,3.23,º¦,1,0
2014/8/12,2881,46.4,46.75,46.1,46.35,12562,3266684,-1290,-1029,-279,1.36,13.02,3.24,¶^,0,1
2014/8/13,2881,46.5,47,46.1,46.7,21809,3268769,3085,-132,1026,1.37,13.12,3.21,º¦,1,0
2014/8/14,2881,47,47.55,46.7,47.45,15468,3272083,2019,3250,-843,1.4,13.33,3.16,º¦,1,0
2014/8/15,2881,47.4,47.4,46.6,46.8,9458,3271826,-1533,-538,538,1.38,13.15,3.21,¶^,0,1
2014/8/18,2881,46.55,46.65,45.75,46,16386,3270759,-4558,188,277,1.35,12.92,3.26,¶^,0,1
2014/8/19,2881,46.2,46.8,46.2,46.6,14648,3275425,4666,-118,223,1.37,13.09,3.22,º¦,1,0
2014/8/20,2881,47.15,48.5,47,48.5,28171,3285407,8668,1384,2691,1.43,13.62,3.09,º¦,1,0
2014/8/21,2881,48.4,48.75,48.05,48.5,17894,3290044,4637,372,-1423,1.43,13.62,3.09,¥­,0,0
2014/8/22,2881,48.7,49.7,48.55,49,35449,3302727,12791,1015,137,1.44,13.76,3.06,º¦,1,0
2014/8/25,2881,49.7,49.7,48.6,48.75,17406,3306024,3406,59,1023,1.43,13.69,3.08,¶^,0,1
2014/8/26,2881,48.8,49,48.1,48.6,15941,3310695,4671,2,232,1.38,13.65,3.09,¶^,0,1
2014/8/27,2881,49,49.7,48.9,49.55,27132,3325384,14877,303,-962,1.41,12.03,3.03,º¦,1,0
2014/8/28,2881,49.8,49.8,49.15,49.6,15322,3338767,5778,-456,-888,1.41,12.04,3.02,º¦,1,0
2014/8/29,2881,49.15,49.3,48.8,48.8,14443,3343998,292,0,727,1.39,11.84,3.07,¶^,0,1
2014/9/1,2881,49,49.5,48.95,49.4,8916,3345819,1821,70,-728,1.4,11.99,3.04,º¦,1,0
2014/9/2,2881,49.1,49.3,48.75,48.95,7169,3344869,-949,0,826,1.39,11.88,3.06,¶^,0,1
2014/9/3,2881,49.4,50,49.1,50,22468,3368656,10143,231,-316,1.42,12.14,3,º¦,1,0
2014/9/4,2881,49.9,49.95,49.6,49.9,11695,3370142,1485,1851,-279,1.42,12.11,3.01,¶^,0,1
2014/9/5,2881,50,50,49.6,49.85,9580,3374170,3230,54,-287,1.42,12.1,3.01,¶^,0,1
2014/9/9,2881,50.2,50.8,50.1,50.2,14011,3381428,7258,-3,-379,1.43,12.18,2.99,º¦,1,0
2014/9/10,2881,50.6,50.7,49.8,50,18013,3379265,-4295,10,-1426,1.42,12.14,3,¶^,0,1
2014/9/11,2881,50.2,50.2,49.5,49.6,13677,3377007,-2258,55,814,1.41,12.04,3.02,¶^,0,1
2014/9/12,2881,49.6,49.6,48.9,49,12041,3378656,1649,187,220,1.39,11.89,3.06,¶^,0,1
2014/9/15,2881,48.6,49.05,48.2,48.5,13343,3377524,-652,147,-1034,1.38,11.77,3.09,¶^,0,1
2014/9/16,2881,48.85,48.85,48.3,48.3,8609,3376822,-702,-227,-232,1.37,11.72,3.11,¶^,0,1
2014/9/17,2881,48.5,49.1,48.35,48.45,16382,3374196,-1535,70,1451,1.38,11.76,3.1,º¦,1,0
2014/9/18,2881,48.5,49.1,48.45,49,9999,3375127,1116,965,-641,1.39,11.89,3.06,º¦,1,0
2014/9/19,2881,49.25,49.6,48.9,49.15,14322,3373678,-1449,-235,986,1.4,11.93,3.05,º¦,1,0
2014/9/22,2881,49.1,49.5,48.35,49.05,13279,3369974,-3299,44,-627,1.39,11.91,3.06,¶^,0,1
2014/9/23,2881,49.1,49.1,48.2,48.2,13329,3368907,-959,9,-210,1.37,11.7,3.11,¶^,0,1
2014/9/24,2881,48.2,48.6,48,48.15,13722,3370397,1674,1087,300,1.37,11.69,3.12,¶^,0,1
2014/9/25,2881,48.15,48.3,47.2,47.45,27032,3367934,-5764,-1385,511,1.35,11.52,3.16,¶^,0,1
2014/9/26,2881,46.8,47.15,46.3,46.5,29001,3361760,-7710,0,1793,1.32,11.29,3.23,¶^,0,1
2014/9/29,2881,46.5,46.8,46.4,46.7,22324,3362818,-828,-47,580,1.33,11.33,3.21,º¦,1,0
2014/9/30,2881,46.75,46.75,45.6,46.7,22579,3363946,2049,63,-447,1.33,11.33,3.21,¥­,0,0
2014/10/1,2881,46.7,47.1,46.25,46.5,11202,3360101,-3568,723,-12,1.32,11.29,3.23,¶^,0,1
2014/10/2,2881,46.4,47.05,46.05,46.6,12313,3358728,-1373,1519,-356,1.32,11.31,3.22,º¦,1,0
2014/10/3,2881,47,48.1,46.7,48.05,16596,3359450,721,450,-13,1.37,11.66,3.12,º¦,1,0
2014/10/6,2881,48.1,48.15,47.6,47.8,15943,3356862,-5013,418,-104,1.36,11.6,3.14,¶^,0,1
2014/10/7,2881,47.75,48.2,47.4,48.2,19878,3362290,5429,130,-154,1.37,11.7,3.11,º¦,1,0
2014/10/8,2881,47.8,48.6,47.7,48,15519,3359977,-2313,184,-293,1.36,11.65,3.13,¶^,0,1
2014/10/9,2881,49,49.5,48.9,49.35,25555,3364338,4361,335,-658,1.4,11.98,3.04,º¦,1,0
2014/10/13,2881,48.25,49,48.2,48.4,24990,3367985,3557,1587,-851,1.38,11.75,3.1,¶^,0,1
2014/10/14,2881,48.2,49.3,48.1,49.3,20648,3371312,3256,100,183,1.4,11.97,3.04,º¦,1,0
2014/10/15,2881,49.3,49.3,48.4,48.75,22382,3373232,1840,296,-1658,1.38,11.83,3.08,¶^,0,1
2014/10/16,2881,48.15,48.6,47.85,48,26780,3364871,-8460,0,408,1.36,11.65,3.13,¶^,0,1
2014/10/17,2881,48.3,48.4,46.3,46.4,26220,3360481,-4114,4,-2880,1.32,11.26,3.23,¶^,0,1
2014/10/20,2881,47.2,47.35,46.5,47.3,20347,3354419,-6062,40,407,1.34,11.48,3.17,º¦,1,0
2014/10/21,2881,47.35,47.6,47,47.45,6801,3354702,283,-6,-471,1.35,11.52,3.16,º¦,1,0
2014/10/22,2881,48,48.2,47.6,47.75,15857,3351412,-3621,1215,2154,1.36,11.59,3.14,º¦,1,0
2014/10/23,2881,47.75,48.4,47.7,48.3,9916,3354288,2876,121,-68,1.37,11.72,3.11,º¦,1,0
2014/10/24,2881,48,48.3,47.7,48.05,9151,3354612,-137,15,-494,1.37,11.66,3.12,¶^,0,1
2014/10/27,2881,48.1,48.7,48.1,48.6,11133,3357410,3302,139,-466,1.38,11.8,3.09,º¦,1,0
2014/10/28,2881,49.1,50.8,49.1,50.8,48354,3379699,22864,328,5988,1.44,12.33,2.95,º¦,1,0
2014/10/29,2881,51,51.7,50.3,51.2,38743,3384784,5085,3975,-832,1.45,12.43,2.93,º¦,1,0
2014/10/30,2881,50.8,51,50.3,50.9,16942,3385984,699,460,12,1.45,12.35,2.95,¶^,0,1
2014/10/31,2881,51.5,51.6,50.7,51.4,18367,3390709,4726,1160,-765,1.46,12.48,2.92,º¦,1,0
2014/11/3,2881,51.6,51.6,50.7,51.3,10854,3391678,969,-6,-117,1.46,12.45,2.92,¶^,0,1
2014/11/4,2881,51.6,51.8,50.9,51,13620,3396944,5266,64,52,1.45,12.38,2.94,¶^,0,1
2014/11/5,2881,51,51.3,50.7,50.8,8894,3397858,913,16,-48,1.44,12.33,2.95,¶^,0,1
2014/11/6,2881,50.8,51,50.3,50.3,7334,3398152,634,0,-116,1.43,12.21,2.98,¶^,0,1
2014/11/7,2881,50.3,50.7,50.2,50.4,6827,3399254,1102,-33,-177,1.43,12.23,2.98,º¦,1,0
2014/11/10,2881,50.2,51.9,50.2,51.4,20178,3407850,8596,1157,1944,1.46,12.48,2.92,º¦,1,0
2014/11/11,2881,51.7,51.8,51.1,51.3,10312,3407008,-842,91,78,1.46,12.45,2.92,¶^,0,1
2014/11/12,2881,51.2,51.2,49.85,50.1,14806,3403540,-3468,239,-584,1.42,12.16,2.99,¶^,0,1
2014/11/13,2881,50.1,50.8,50,50.8,8840,3404212,243,-125,-810,1.44,12.33,2.95,º¦,1,0
2014/11/14,2881,50.8,51.1,50.3,50.8,8905,3403843,-369,-130,-667,1.44,12.33,2.95,¥­,0,0
2014/11/17,2881,50.8,50.8,49.85,49.85,16288,3395609,-8233,-64,453,1.42,12.1,3.01,¶^,0,1
2014/11/18,2881,49.85,50.3,49.2,49.8,11529,3395461,-148,94,-954,1.41,12.09,3.01,¶^,0,1
2014/11/19,2881,50,50.6,49.5,50.2,18537,3399609,1303,-240,-104,1.43,12.18,2.99,º¦,1,0
2014/11/20,2881,50.3,50.8,50.2,50.8,12420,3397983,-1325,119,2225,1.44,12.33,2.95,º¦,1,0
2014/11/21,2881,50.8,50.9,50.4,50.4,10417,3394960,-3083,-279,781,1.43,12.23,2.98,¶^,0,1
2014/11/24,2881,51,51,50.6,50.9,10578,3393510,-1449,205,0,1.45,12.35,2.95,º¦,1,0
2014/11/25,2881,50.9,50.9,50.4,50.4,8804,3391247,-2263,1,-155,1.43,12.23,2.98,¶^,0,1
2014/11/26,2881,50.7,50.8,50.3,50.5,8155,3389431,-1816,-252,-751,1.43,12.26,2.97,º¦,1,0
2014/11/27,2881,50.6,50.9,50.1,50.2,13170,3386965,-2466,-308,-632,1.38,12.18,2.99,¶^,0,1
2014/11/28,2881,50.8,50.8,50.5,50.7,12564,3388408,1444,-22,-353,1.4,8.73,2.96,º¦,1,0
2014/12/1,2881,49.6,50.3,49.2,49.35,27668,3378311,-10097,-1070,-2659,1.36,8.49,3.04,¶^,0,1
2014/12/2,2881,49.35,49.35,47.5,48.25,34813,3375349,-4961,-9173,-1425,1.33,8.3,3.11,¶^,0,1
2014/12/3,2881,48.7,49.75,48.25,49.75,22226,3374512,-837,-748,536,1.37,8.56,3.02,º¦,1,0
2014/12/4,2881,49.9,50.4,49.8,50.3,15247,3373106,594,-200,-135,1.39,8.66,2.98,º¦,1,0
2014/12/5,2881,50.4,50.6,50.1,50.5,12879,3375362,2255,-532,-75,1.39,8.69,2.97,º¦,1,0
2014/12/8,2881,50.7,51.2,50.1,51.2,16696,3381925,6564,-166,-529,1.41,8.81,2.93,º¦,1,0
2014/12/9,2881,51.1,51.1,50.3,50.4,9875,3382133,208,-288,-300,1.39,8.67,2.98,¶^,0,1
2014/12/10,2881,50.3,50.5,49.5,49.95,19465,3381259,-874,-8,-3496,1.38,8.6,3,¶^,0,1
2014/12/11,2881,49.6,49.95,49.3,49.85,11638,3379993,-1624,-1,-342,1.37,8.58,3.01,¶^,0,1
2014/12/12,2881,49.9,49.95,49.5,49.75,9480,3378737,-1256,-644,-983,1.37,8.56,3.02,¶^,0,1
2014/12/15,2881,49,49.4,48.85,49.2,11263,3375397,-3340,-288,426,1.36,8.47,3.05,¶^,0,1
2014/12/16,2881,48.75,49.5,48.7,48.7,10933,3373309,-2088,-791,1606,1.34,8.38,3.08,¶^,0,1
2014/12/17,2881,48.7,49,47.6,47.7,26270,3361191,-11848,-1995,-528,1.32,8.21,3.14,¶^,0,1
2014/12/18,2881,48,48.25,47.6,47.75,19039,3354810,-6112,-2421,-310,1.32,8.22,3.14,º¦,1,0
2014/12/19,2881,48.8,48.85,48.35,48.5,11899,3358061,3252,-210,279,1.34,8.35,3.09,º¦,1,0
2014/12/22,2881,49,49.45,48.9,49.45,9620,3359596,1805,800,499,1.36,8.51,3.03,º¦,1,0
2014/12/23,2881,49.8,49.95,49.6,49.95,10948,3358792,-804,60,380,1.38,8.6,3,º¦,1,0
2014/12/24,2881,49.9,50.2,49.7,50.2,8291,3359222,1006,50,100,1.38,8.64,2.99,º¦,1,0
2014/12/25,2881,50.2,50.3,49.9,49.95,5422,3358893,-329,-440,466,1.38,8.6,3,¶^,0,1
2014/12/26,2881,50,50.4,49.95,50.3,5277,3359466,574,-304,451,1.39,8.66,2.98,º¦,1,0
2014/12/27,2881,50.4,50.5,50.1,50.4,4774,3359466,0,0,-171,1.39,8.67,2.98,º¦,1,0
2014/12/29,2881,50.5,50.8,50.1,50.7,10330,3362067,2602,-13,78,1.4,8.73,2.96,º¦,1,0
2014/12/30,2881,50.8,51,50.7,50.9,10753,3365410,3343,23,-296,1.4,8.76,2.95,º¦,1,0
2014/12/31,2881,50.6,50.9,50.4,50.7,7016,3364292,-1118,-685,-201,1.4,8.73,2.96,¶^,0,1
2015/1/5,2881,50.1,50.4,49.5,50.4,11530,3362624,-1668,-764,-352,1.39,8.67,2.98,¶^,0,1
2015/1/6,2881,49.4,49.4,48.1,48.5,27324,3350683,-11940,-3909,-623,1.34,8.35,3.09,¶^,0,1
2015/1/7,2881,48.5,49.4,48.45,49,14051,3353378,2695,-238,-613,1.35,8.43,3.06,º¦,1,0
2015/1/8,2881,49.6,49.9,49.3,49.9,9389,3357160,3782,-23,-9,1.38,8.59,3.01,º¦,1,0
2015/1/9,2881,50.3,50.4,49.55,49.65,12295,3358641,1231,-57,-315,1.37,8.55,3.02,¶^,0,1
2015/1/12,2881,49.35,49.6,49.1,49.15,5424,3358224,-418,-258,0,1.36,8.46,3.05,¶^,0,1
2015/1/13,2881,49.25,50.4,49.25,50.3,14530,3364424,6200,-81,-1128,1.39,8.66,2.98,º¦,1,0
2015/1/14,2881,50.5,50.6,49.6,49.85,15628,3366892,2468,-79,-1123,1.37,8.58,3.01,¶^,0,1
2015/1/15,2881,49.85,50.1,49.35,49.6,10611,3364338,-2554,55,-102,1.37,8.54,3.02,¶^,0,1
2015/1/16,2881,49.3,49.6,48.6,49.3,18760,3361828,-2510,-120,-1290,1.36,8.49,3.04,¶^,0,1
2015/1/19,2881,49.3,49.7,48.95,49.25,8872,3363123,1295,-9,-285,1.36,8.48,3.05,¶^,0,1
2015/1/20,2881,49.4,49.8,49,49.65,10224,3367555,4251,-500,949,1.37,8.55,3.02,º¦,1,0
2015/1/21,2881,50,50.2,49.75,50.2,12544,3374940,7437,0,-18,1.38,8.64,2.99,º¦,1,0
2015/1/22,2881,50.4,50.9,50.4,50.9,18114,3385007,10068,961,651,1.4,8.76,2.95,º¦,1,0
2015/1/23,2881,51.5,52,50.7,50.8,31102,3385666,1049,-78,498,1.4,8.74,2.95,¶^,0,1
2015/1/26,2881,51.1,51.1,50.4,50.7,9395,3387194,1168,0,91,1.4,8.73,2.96,¶^,0,1
2015/1/27,2881,51.2,51.5,50.8,51.5,18528,3397234,10041,70,401,1.42,8.86,2.91,º¦,1,0
2015/1/28,2881,51.2,51.6,51,51.3,12652,3398723,1489,0,353,1.41,8.83,2.92,¶^,0,1
2015/1/29,2881,51.3,51.3,50.6,51.1,12209,3400028,1305,-200,-108,1.41,8.8,2.94,¶^,0,1
2015/1/30,2881,51.2,51.5,50.3,50.3,13883,3395452,-4576,-81,528,1.39,8.66,2.98,¶^,0,1
2015/2/2,2881,50.5,50.5,50,50.3,9685,3394101,-2090,-305,679,1.39,8.66,2.98,¥­,0,0
2015/2/3,2881,50.6,51,50.3,50.3,10498,3393289,-812,13,607,1.39,8.66,2.98,¥­,0,0
2015/2/4,2881,51.2,51.7,50.8,51.5,26127,3407470,13804,999,373,1.42,8.86,2.91,º¦,1,0
2015/2/5,2881,51.5,51.7,51.3,51.7,14303,3408089,619,178,-172,1.43,8.9,2.9,º¦,1,0
2015/2/6,2881,51.8,51.8,51.4,51.4,9896,3410008,1919,0,189,1.42,8.85,2.92,¶^,0,1
2015/2/9,2881,52.4,52.4,51,51.3,9494,3409653,-355,83,8,1.41,8.83,2.92,¶^,0,1
2015/2/10,2881,52,53.3,51.7,52.8,39202,3416896,7243,2736,2610,1.46,9.09,2.84,º¦,1,0
2015/2/11,2881,52.8,53,52.3,52.7,24112,3420635,3739,3117,-1310,1.45,9.07,2.85,¶^,0,1
2015/2/12,2881,53.1,53.5,52.9,52.9,21668,3424456,3821,1778,-1369,1.46,9.1,2.84,º¦,1,0
2015/2/13,2881,53.1,53.5,52.9,53.5,16772,3429495,5039,-12,-1418,1.48,9.21,2.8,º¦,1,0
2015/2/24,2881,54.5,55.9,54.5,55.5,39185,3443071,13575,742,460,1.53,9.55,2.7,º¦,1,0
2015/2/25,2881,55.9,55.9,55.1,55.5,16801,3446273,2653,-53,-1264,1.53,9.55,2.7,¥­,0,0
2015/2/26,2881,55.5,56.7,54.6,56,35889,3452470,6186,1232,175,1.54,9.64,2.68,º¦,1,0
2015/3/2,2881,56.4,56.8,55.2,55.9,19341,3456925,4675,0,-295,1.54,9.62,2.68,¶^,0,1
2015/3/3,2881,55.6,55.7,54.4,55.2,21407,3458533,2024,-306,246,1.52,9.5,2.72,¶^,0,1
2015/3/4,2881,54.7,55.5,54.6,55,12449,3458635,-15,-207,905,1.52,9.47,2.73,¶^,0,1
2015/3/5,2881,55,55.2,54.4,54.4,13506,3456455,-2282,-264,30,1.5,9.36,2.76,¶^,0,1
2015/3/6,2881,54.4,55.4,54.1,55.4,11426,3458773,1609,0,758,1.53,9.54,2.71,º¦,1,0
2015/3/9,2881,55.1,55.5,54.7,55,11852,3456917,-1540,-9,-716,1.52,9.47,2.73,¶^,0,1
2015/3/10,2881,55.6,56.9,55.2,56.6,23179,3454892,-1802,600,378,1.56,9.74,2.65,º¦,1,0
2015/3/11,2881,56.1,59.5,56.1,58.8,60186,3469589,14568,186,855,1.62,10.12,2.55,º¦,1,0
2015/3/12,2881,58.8,59.1,58,58.5,23544,3466063,-3525,191,-2235,1.61,10.07,2.56,¶^,0,1
2015/3/13,2881,58.8,59.1,56.8,56.8,27728,3457109,-8867,419,-917,1.57,9.78,2.64,¶^,0,1
2015/3/16,2881,56.8,57.6,56.3,56.6,16289,3452160,-4949,532,857,1.56,9.74,2.65,¶^,0,1
2015/3/17,2881,56.7,57.5,56.5,56.5,15403,3454282,1708,100,141,1.56,9.72,2.65,¶^,0,1
2015/3/18,2881,56.5,58,56.4,58,21277,3464327,9325,-657,-434,1.6,9.98,2.59,º¦,1,0
2015/3/19,2881,58,58.3,57.6,58,18252,3466239,1763,-65,622,1.6,9.98,2.59,¥­,0,0
2015/3/20,2881,57.2,58,57.2,57.7,13383,3466020,-759,-58,-103,1.59,9.93,2.6,¶^,0,1
2015/3/23,2881,57.4,57.7,57,57,15504,3460256,-5765,-54,31,1.57,9.81,2.63,¶^,0,1
2015/3/24,2881,57,57.6,56.7,57.5,16305,3465302,5046,-379,39,1.59,9.9,2.61,º¦,1,0
2015/3/25,2881,57.3,57.6,56.2,56.7,18009,3462213,-3089,-333,496,1.56,9.76,2.65,¶^,0,1
2015/3/26,2881,56,57.2,55.8,57.2,16944,3466529,4587,-80,526,1.58,9.85,2.62,º¦,1,0
2015/3/27,2881,56.6,56.9,55.4,55.4,23194,3459200,-7329,-193,-14,1.53,9.54,2.71,¶^,0,1
2015/3/30,2881,55.7,56.4,55.6,55.8,16689,3464755,5555,-120,-979,1.4,9.6,2.69,º¦,1,0
2015/3/31,2881,56.5,56.5,55.3,56.2,22110,3466629,1874,0,450,1.41,9.54,2.67,º¦,1,0
2015/4/1,2881,56.1,56.1,55.5,55.5,14740,3468501,1871,-450,316,1.39,9.42,2.7,¶^,0,1
2015/4/2,2881,56,57.3,55.9,57.3,24500,3479230,10729,0,-165,1.44,9.73,2.62,º¦,1,0
2015/4/7,2881,57.8,57.9,56.8,57.2,10379,3481371,2141,-249,319,1.43,9.71,2.62,¶^,0,1
2015/4/8,2881,57.2,57.6,56.4,56.5,12001,3479116,-2255,-70,1429,1.42,9.59,2.65,¶^,0,1
2015/4/9,2881,56.9,57.7,56.5,57.2,15994,3482860,3745,20,754,1.43,9.71,2.62,º¦,1,0
2015/4/10,2881,57.5,57.9,57.2,57.7,18321,3490630,7771,637,-2488,1.45,9.8,2.6,º¦,1,0
2015/4/13,2881,57.5,57.6,57,57.4,10602,3492758,2117,-596,183,1.44,9.75,2.61,¶^,0,1
2015/4/14,2881,57,57.5,57,57.1,13401,3490545,-2213,-4,-311,1.43,9.69,2.63,¶^,0,1
2015/4/15,2881,56.8,57,55.7,56.1,21573,3477583,-12961,17,744,1.41,9.52,2.67,¶^,0,1
2015/4/16,2881,56.1,57.1,56,57,17673,3480035,2452,0,-328,1.43,9.68,2.63,º¦,1,0
2015/4/17,2881,57.2,57.2,56.7,56.8,9403,3482821,2777,-945,-689,1.42,9.64,2.64,¶^,0,1
2015/4/20,2881,56.7,57.5,56.5,57.5,15193,3486604,3783,208,-543,1.44,9.76,2.61,º¦,1,0
2015/4/21,2881,57.5,57.5,56.9,57.3,10233,3485373,-1231,285,-92,1.44,9.73,2.62,¶^,0,1
2015/4/22,2881,57,57.8,57,57.7,13564,3484820,-1387,11,-91,1.45,9.8,2.6,º¦,1,0
