t_date,p_close,code,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred_days
2014/8/1,19.45,2801,11372,1067888,112,36,4367,1.3,15.69,4.11,E
2014/8/4,19.3,2801,16131,1067998,283,-1,2835,1.29,15.56,4.15,D
2014/8/5,18.8,2801,31043,1062726,-5041,0,5796,1.26,15.16,4.26,C
2014/8/6,17.9,2801,14760,1065432,2938,10,-1472,1.2,14.44,4.47,A
2014/8/7,17.95,2801,5476,1064929,-503,48,-196,1.2,14.48,4.46,A
2014/8/8,18,2801,6389,1065791,-1267,65,-574,1.21,14.52,4.44,A
2014/8/11,18.3,2801,4453,1064482,-1388,21,-110,1.23,14.76,4.37,A
2014/8/18,18.4,2801,5342,1066873,-501,30,328,1.23,14.84,4.35,C
2014/8/19,18.5,2801,6276,1067793,892,8,-176,1.24,14.92,4.32,C
2014/8/20,18.85,2801,6455,1070968,2182,5,-1027,1.26,15.2,4.24,C
2014/8/21,18.95,2801,5364,1095369,973,83,83,1.27,15.28,4.22,C
2014/8/22,19.1,2801,10748,1099632,4299,0,-3041,1.28,15.4,4.19,D
2014/8/25,18.9,2801,6482,1100704,1132,0,-146,1.27,15.24,4.23,C
2014/8/26,18.85,2801,5159,1102630,1993,2,171,1.26,15.2,4.24,C
2014/8/27,18.95,2801,7844,1107537,5042,2,-242,1.27,15.28,4.22,D
2014/8/28,18.95,2801,7363,1116837,3878,-440,-331,1.27,15.28,4.22,D
2014/8/29,18.6,2801,9034,1120101,1101,-102,159,1.27,15,4.3,C
2014/9/1,19,2801,5743,1121882,1772,0,-128,1.29,14.62,4.21,D
2014/9/2,18.75,2801,4272,1121454,-428,-500,148,1.28,14.42,4.27,C
2014/9/3,19,2801,5736,1131884,2689,-389,-18,1.29,14.62,4.21,D
2014/9/4,19,2801,4140,1133213,1328,298,-64,1.29,14.62,4.21,D
2014/9/5,19.15,2801,3835,1135625,1843,33,107,1.3,14.73,4.18,D
2014/9/9,19.35,2801,7635,1138898,3273,18,-280,1.32,14.88,4.13,E
2014/9/10,19,2801,7283,1136513,-3882,0,-321,1.29,14.62,4.21,D
2014/9/11,19.15,2801,5173,1138014,1502,10,-427,1.3,14.73,4.18,E
2014/9/12,18.8,2801,10652,1137354,-660,-246,70,1.28,14.46,4.26,E
2014/9/15,18.9,2801,7106,1135987,-1177,6,127,1.29,14.54,4.23,D
2014/9/16,18.5,2801,9456,1133084,-2903,13,-72,1.26,14.23,4.32,D
2014/9/17,18.5,2801,7161,1132046,-614,13,208,1.26,14.23,4.32,D
2014/9/18,18.7,2801,5796,1131884,-81,0,18,1.27,14.38,4.28,D
2014/9/19,18.85,2801,7979,1131121,-763,489,195,1.28,14.5,4.24,D
2014/9/22,18.8,2801,8998,1127559,-3384,28,22,1.28,14.46,4.26,D
2014/9/23,18.8,2801,6729,1125833,-1460,1,153,1.28,14.46,4.26,D
2014/9/24,18.7,2801,6716,1125130,-622,-441,217,1.27,14.38,4.28,C
2014/9/25,18.75,2801,10511,1127727,796,0,-6,1.28,14.42,4.27,C
2014/9/26,18.75,2801,12419,1129061,-908,0,142,1.28,14.42,4.27,C
2014/9/29,18.7,2801,14570,1125342,-5094,-130,1500,1.27,14.38,4.28,C
2014/9/30,18.65,2801,15006,1121485,-3454,42,1626,1.27,14.35,4.29,C
2014/10/8,18.35,2801,7919,1105275,2015,3,18,1.25,14.12,4.36,C
2014/10/9,18.35,2801,5871,1106416,838,0,536,1.25,14.12,4.36,C
2014/10/20,18.1,2801,16550,1097101,-1329,-4877,257,1.23,13.92,4.42,C
2014/10/21,18.05,2801,20195,1096746,243,-1487,-3029,1.23,13.88,4.43,C
2014/10/22,18.25,2801,17637,1096993,101,-1000,-124,1.24,14.04,4.38,C
2014/10/23,18.55,2801,18812,1096671,-322,-1180,158,1.26,14.27,4.31,C
2014/10/24,18.6,2801,27741,1092732,-4140,-900,-63,1.27,14.31,4.3,C
2014/10/27,18.65,2801,23547,1093508,607,-960,1,1.27,14.35,4.29,D
2014/10/28,18.85,2801,20900,1097257,4189,0,216,1.28,14.5,4.24,D
2014/10/29,18.8,2801,16907,1100367,3005,4,-61,1.28,14.46,4.26,D
2014/10/30,19,2801,10250,1104402,4340,147,23,1.29,14.62,4.21,D
2014/10/31,19.15,2801,14531,1107538,3136,-113,-9,1.3,14.73,4.18,E
2014/11/3,19.1,2801,22578,1108178,640,-799,-35,1.3,14.69,4.19,E
2014/11/4,19.35,2801,31958,1112975,4806,0,343,1.32,14.88,4.13,E
2014/11/5,19.1,2801,25541,1111164,-1811,-322,-16,1.3,14.69,4.19,E
2014/11/6,18.4,2801,31333,1119456,8292,-1300,55,1.25,14.15,4.35,D
2014/11/7,18.35,2801,4844,1118751,-625,-15,4,1.25,14.12,4.36,D
2014/11/10,18.55,2801,8729,1123445,4652,0,-169,1.26,14.27,4.31,D
2014/11/11,18.5,2801,3183,1125107,1683,37,63,1.26,14.23,4.32,E
2014/11/12,18.35,2801,5973,1125488,277,17,-46,1.25,14.12,4.36,E
2014/11/13,18.5,2801,6210,1128505,3019,-612,-33,1.26,14.23,4.32,E
2014/11/14,18.4,2801,5858,1129120,320,0,-5,1.24,14.15,4.35,E
2014/11/17,18.15,2801,7841,1129985,865,-28,-66,1.23,13.15,4.41,E
2014/11/18,18.1,2801,7564,1132676,2691,0,-2663,1.22,13.12,4.42,D
2014/11/19,18.15,2801,14645,1139048,4246,0,-3170,1.23,13.15,4.41,E
2014/11/20,18.5,2801,10141,1141320,2276,7,-2216,1.25,13.41,4.32,E
2014/11/21,18.45,2801,6578,1141539,-114,0,62,1.25,13.37,4.34,D
2014/11/24,18.35,2801,3327,1141983,221,0,5,1.24,13.3,4.36,D
2014/11/25,18.2,2801,6084,1141655,-327,30,-36,1.23,13.19,4.4,D
2014/11/26,18.15,2801,4537,1139107,-1432,1,94,1.23,13.15,4.41,C
2014/11/27,18.35,2801,7846,1141741,2628,-4493,18,1.24,13.3,4.36,D
2014/11/28,18.35,2801,5205,1141908,85,-675,3,1.24,13.3,4.36,C
2014/12/4,18.05,2801,4773,1139128,1089,0,-47,1.22,13.08,4.43,C
2014/12/5,17.9,2801,5768,1137618,-1548,-33,52,1.21,12.97,4.47,C
2014/12/8,18,2801,4948,1138267,30,-4,-102,1.22,13.04,4.44,D
2014/12/9,17.75,2801,7419,1134273,-3916,0,-100,1.2,12.86,4.51,C
2014/12/18,17.35,2801,6848,1113309,-1244,0,-308,1.17,12.57,4.61,C
2014/12/19,17.85,2801,12286,1114267,933,81,10,1.21,12.93,4.48,C
2014/12/22,18,2801,8610,1111881,-2303,0,159,1.22,13.04,4.44,C
2014/12/23,17.9,2801,3626,1111037,-844,0,109,1.21,12.97,4.47,C
2014/12/24,18.3,2801,10796,1111763,434,0,-79,1.24,13.26,4.37,D
2014/12/25,18.15,2801,4560,1113046,1283,0,32,1.23,13.15,4.41,C
2014/12/26,18.25,2801,4150,1114875,1819,0,61,1.23,13.22,4.38,D
2014/12/27,18.25,2801,1708,1115376,501,0,4,1.23,13.22,4.38,C
2014/12/29,18.3,2801,5062,1117288,1912,-5,-300,1.24,13.26,4.37,D
2014/12/30,18.25,2801,3115,1117857,569,-4,-120,1.23,13.22,4.38,D
2014/12/31,18.15,2801,4596,1117656,176,-1,-16,1.23,13.15,4.41,D
2015/1/5,17.95,2801,7427,1118855,1199,0,-88,1.21,13.01,4.46,C
2015/1/13,18,2801,5487,1116999,2931,0,123,1.22,13.04,4.44,C
2015/2/2,18,2801,2159,1119327,1330,0,-440,1.22,13.04,4.44,C
2015/2/4,18.2,2801,9857,1122524,2779,0,-2490,1.23,13.19,4.4,C
2015/2/5,18.25,2801,4865,1123528,834,-500,-1114,1.23,13.22,4.38,D
2015/2/6,18.25,2801,2796,1125047,1506,0,-490,1.23,13.22,4.38,D
2015/2/9,18.25,2801,1755,1125050,-11,0,-207,1.23,13.22,4.38,C
2015/2/11,18.05,2801,4937,1124053,-504,0,-68,1.22,13.08,4.43,C
2015/2/12,18.15,2801,3377,1125151,1098,-4,-1074,1.23,13.15,4.41,C
2015/2/13,18.2,2801,4352,1126282,1642,-13,-1257,1.23,13.19,4.4,C
2015/2/24,18.45,2801,9618,1132208,5926,1030,-980,1.25,13.37,4.34,D
2015/2/25,18.5,2801,6646,1134561,1930,-19,21,1.25,13.41,4.32,D
2015/2/26,18.45,2801,11201,1137639,2924,217,262,1.25,13.37,4.34,D
2015/3/2,18.45,2801,5250,1139385,1786,0,-55,1.25,13.37,4.34,D
2015/3/3,18.5,2801,5382,1142090,2713,-2,-13,1.25,13.41,4.32,D
2015/3/4,18.45,2801,3633,1142819,573,-53,-25,1.25,13.37,4.34,D
2015/3/5,18.5,2801,6234,1144179,1322,-8,-225,1.25,13.41,4.32,C
2015/3/6,18.55,2801,6419,1145611,1108,0,-23,1.25,13.44,4.31,C
2015/3/9,18.35,2801,2947,1143723,-1615,-5,-28,1.24,13.3,4.36,C
2015/3/16,18.05,2801,2758,1135320,-725,2,102,1.22,13.08,4.43,C
2015/3/18,18.25,2801,6125,1135881,554,0,-212,1.23,13.22,4.38,C
2015/3/19,18.5,2801,8288,1137821,1930,-3,-329,1.25,13.41,4.32,C
2015/3/23,18.25,2801,2209,1133360,-727,-2,-59,1.23,13.22,4.38,C
2015/4/7,18.5,2801,6023,1121390,595,0,-5,1.23,13.41,4.32,C
2015/4/8,18.4,2801,4295,1119355,-1857,0,6,1.22,13.33,4.35,C
2015/4/9,18.5,2801,5848,1122687,3259,0,-44,1.23,13.41,4.32,D
2015/4/10,18.55,2801,7018,1125292,2912,0,-27,1.23,13.44,4.31,D
2015/4/13,18.45,2801,3150,1125063,-116,0,7,1.22,13.37,4.34,C
2015/4/14,18.55,2801,6818,1126011,948,-4,-180,1.23,13.44,4.31,D
2015/4/15,18.15,2801,8625,1120111,-5890,5,42,1.2,13.15,4.41,C
2015/4/16,18.35,2801,3170,1121778,1657,0,-240,1.22,13.3,4.36,D
2015/4/17,18.35,2801,3654,1121721,-182,0,-63,1.22,13.3,4.36,D
2015/4/20,18.35,2801,3699,1121874,154,-8,-3,1.22,13.3,4.36,D
2015/4/21,18.3,2801,2392,1121337,-292,0,-117,1.21,13.26,4.37,D
2015/4/22,18.35,2801,3979,1121215,-67,0,-18,1.22,13.3,4.36,D
2015/4/23,18.6,2801,33177,1129317,8063,0,1886,1.23,13.48,4.3,D
2015/4/24,18.6,2801,15611,1136525,7094,-2,22,1.23,13.48,4.3,D
2015/4/27,19,2801,34369,1143851,7268,0,1436,1.26,13.77,4.21,E
2015/4/28,18.95,2801,29634,1151573,7636,-2,216,1.26,13.73,4.22,E
2015/4/29,18.75,2801,21386,1155370,4023,-12,400,1.24,13.59,4.27,D
2015/4/30,18.75,2801,23441,1157958,2436,-2,145,1.24,13.59,4.27,E
2015/5/4,18.9,2801,21764,1161068,2798,0,612,1.25,13.7,4.23,E
2015/5/5,18.8,2801,14477,1160754,-348,-2,-422,1.25,13.62,4.26,E
2015/5/6,18.65,2801,10912,1161023,792,0,-27,1.24,13.51,4.29,E
2015/5/7,18.35,2801,9942,1158330,-2811,0,-40,1.22,13.3,4.9,E
2015/5/8,18.3,2801,9362,1156688,-1678,0,4,1.21,13.26,4.92,E
2015/5/11,18.3,2801,8097,1156507,-181,3,69,1.21,13.26,4.92,D
2015/5/12,18.3,2801,10653,1155581,-792,0,136,1.21,13.26,4.92,E
2015/5/13,18.2,2801,15673,1144192,-12790,-2,88,1.21,13.19,4.95,D
2015/5/14,18,2801,17133,1132504,-13302,4,-674,1.17,13.04,5,D
2015/5/15,18.1,2801,8163,1127519,-5181,-3,-539,1.17,13.41,4.97,D
2015/5/18,18,2801,5908,1123909,-3528,0,-485,1.17,13.33,5,D
2015/5/19,18.1,2801,6629,1121972,-1986,0,-46,1.17,13.41,4.97,D
2015/5/20,17.9,2801,9188,1114627,-7369,4,-219,1.16,13.26,5.03,D
2015/5/21,17.9,2801,13785,1104417,-10669,-3,-855,1.16,13.26,5.03,D
2015/5/22,17.95,2801,4101,1102024,-2502,0,-131,1.16,13.3,5.01,D
2015/5/25,18,2801,3975,1099945,-2198,0,-145,1.17,13.33,5,D
2015/5/26,17.95,2801,5183,1097138,-2807,0,35,1.16,13.3,5.01,D
2015/5/27,18.05,2801,5329,1095462,-1786,0,-48,1.17,13.37,4.99,C
2015/5/28,18,2801,9318,1092587,-2930,-4,-13,1.17,13.33,5,D
2015/5/29,17.95,2801,39304,1087652,-4935,-269,49,1.16,13.3,5.01,D
2015/6/1,17.8,2801,9758,1081413,-5794,0,92,1.15,13.19,5.06,C
2015/6/2,17.75,2801,10878,1077595,-3818,0,-51,1.15,13.15,5.07,C
2015/6/3,17.75,2801,13943,1070984,-3075,-2,-208,1.15,13.15,5.07,C
2015/6/9,17.55,2801,7782,1053415,-960,0,-990,1.14,13,5.13,C
2015/6/10,17.6,2801,9230,1050618,-2797,-10,3,1.14,13.04,5.11,C
2015/6/11,17.6,2801,5142,1046419,-2291,0,-59,1.14,13.04,5.11,C
2015/6/12,17.6,2801,5818,1041225,-3465,-6,-14,1.14,13.04,5.11,C
2015/6/23,17.75,2801,6294,1013884,-848,42,-1,1.15,13.15,5.07,C
2015/6/24,17.7,2801,5527,1006798,-2273,-30,0,1.15,13.11,5.08,C
2015/6/25,17.9,2801,8836,1004072,1116,-4,57,1.16,13.26,5.03,D
2015/6/26,17.75,2801,5281,997439,-1926,-2,-13,1.15,13.15,5.07,D
2015/6/29,17.55,2801,6486,992582,-3326,-1,-113,1.14,13,5.13,D
2015/6/30,17.7,2801,10077,991955,-572,0,-2,1.15,13.11,5.08,D
2015/7/1,17.75,2801,4621,989466,-1824,0,-2,1.15,13.15,5.07,C
2015/7/2,17.9,2801,6377,989264,-224,0,-20,1.16,13.26,5.03,D
2015/7/3,17.75,2801,5744,986436,-2783,-2,-42,1.15,13.15,5.07,C
2015/7/7,17.8,2801,4352,984754,-1000,0,1,1.15,13.19,5.06,C
2015/7/14,17.75,2801,8414,968704,-705,0,-75,1.15,13.15,5.07,D
2015/7/15,17.8,2801,7400,965196,-3508,38,-74,1.15,13.19,5.06,E
2015/7/16,17.9,2801,7493,963267,-2913,2,0,1.16,13.26,5.03,E
2015/7/17,17.9,2801,6227,958905,-4362,139,29,1.16,13.26,5.03,E
2015/7/20,17.7,2801,8493,954310,-4449,0,44,1.15,13.11,5.08,E
2015/7/21,17.9,2801,3547,953680,-631,3,55,1.16,13.26,5.03,E
2015/7/22,17.7,2801,4613,950959,-2599,0,83,1.15,13.11,5.08,E
2015/7/23,17.7,2801,4037,950013,-795,29,455,1.15,13.11,5.08,E
2015/7/24,17.65,2801,2652,949080,-1280,92,3,1.14,13.07,5.1,E
2015/7/27,17.45,2801,6557,946182,-3222,15,127,1.13,12.93,5.16,E
2015/7/28,17.35,2801,9950,943982,-4452,90,1102,1.12,12.85,5.19,E
2015/7/29,17.35,2801,9287,943775,-1583,26,-6,1.12,12.85,5.19,E
2015/7/30,17.65,2801,4698,943943,1126,18,59,1.14,13.07,5.1,E
2015/7/31,17.65,2801,9465,942565,-1378,5,-820,1.14,13.07,5.1,E
2015/8/3,17.7,2801,4780,944643,293,84,-246,1.15,13.11,5.08,E
2015/8/4,17.95,2801,8092,948455,3812,51,709,1.16,13.3,5.01,E
2015/8/5,17.85,2801,4195,949730,1031,44,173,1.16,13.22,5.04,E
2015/8/6,17.8,2801,4591,949332,5,57,-166,1.15,13.19,5.06,E
2015/8/7,17.75,2801,5913,948941,-349,63,-115,1.15,13.15,5.07,E
2015/8/10,17.8,2801,6691,949726,264,55,420,1.15,13.19,5.06,E
2015/8/11,17.45,2801,14666,944865,-3999,6,2177,1.13,12.93,5.16,E
2015/8/19,14.9,2801,9806,926297,-5843,-8,69,0.97,11.04,6.04,A
2015/8/20,14.7,2801,12404,922169,-5664,2,-187,0.95,10.89,6.12,A
2015/8/21,14.3,2801,12552,917758,-3283,0,-69,0.93,10.59,6.29,A
2015/8/24,14.1,2801,15399,911405,-6766,0,-95,0.91,10.44,6.38,A
2015/8/25,14.2,2801,13854,905097,-6770,3,-164,0.92,10.52,6.34,A
2015/8/26,14.55,2801,11103,903631,-1376,59,-80,0.94,10.78,6.19,A
2015/8/28,15.8,2801,13857,977602,3811,-20,-227,1.02,11.7,5.7,C
2015/9/8,15.5,2801,4340,989668,-1609,19,-23,0.99,11.23,5.81,A
2015/9/14,16.1,2801,6778,1002970,2092,8,12,1.03,11.67,5.59,A
2015/9/15,16.1,2801,8129,1004438,1306,9,45,1.03,11.67,5.59,A
2015/9/16,16.15,2801,5167,1003114,208,1,34,1.03,11.7,5.57,A
2015/9/22,16.35,2801,4394,1005839,-1033,96,-26,1.05,11.85,5.5,A
2015/9/23,16.05,2801,6822,1002258,-3457,0,-45,1.03,11.63,5.61,A
2015/9/24,15.8,2801,4057,1000912,-1380,0,115,1.01,11.45,5.7,A
2015/9/25,15.8,2801,4483,999676,-167,1,93,1.01,11.45,5.7,A
2015/9/30,16.2,2801,11282,1001376,2301,0,198,1.04,11.74,5.56,A
2015/10/2,16.1,2801,3591,1004391,487,75,-105,1.03,11.67,5.59,A
2015/10/5,16.15,2801,3517,1003808,-823,0,30,1.03,11.7,5.57,A
2015/10/6,16.25,2801,4131,1005416,1456,3,15,1.04,11.78,5.54,A
2015/10/7,16.35,2801,4247,1007045,1427,6,9,1.05,11.85,5.5,A
2015/10/12,16.85,2801,9852,1012511,4649,0,178,1.08,12.21,5.34,C
2015/10/13,16.95,2801,10289,1015027,1324,0,-45,1.08,12.28,5.31,D
2015/10/14,16.9,2801,3037,1014699,-393,0,-67,1.08,12.25,5.33,D
2015/10/15,16.95,2801,8964,1019454,5906,0,34,1.08,12.28,5.31,D
2015/10/16,17.05,2801,6204,1021821,2893,11,-26,1.09,12.36,5.28,E
2015/10/19,17.15,2801,7426,1026042,3512,0,62,1.1,12.43,5.25,E
2015/10/20,17.25,2801,7312,1029062,2942,0,-68,1.1,12.5,5.22,E
2015/10/21,17.25,2801,7767,1033821,3614,0,66,1.1,12.5,5.22,E
2015/10/22,16.95,2801,4133,1034857,937,0,20,1.08,12.28,5.31,D
2015/10/23,17.2,2801,6870,1040904,6270,-81,40,1.1,12.46,5.23,E
2015/10/26,17.2,2801,6735,1047099,6075,0,10,1.1,12.46,5.23,E
2015/10/27,17.35,2801,5260,1051923,4445,0,0,1.11,12.57,5.19,E
2015/10/28,17.25,2801,3133,1050400,734,0,-24,1.1,12.5,5.22,E
2015/10/29,17.2,2801,3640,1050423,-40,-1,-264,1.1,12.46,5.23,E
2015/10/30,16.9,2801,5250,1049833,-590,-5,69,1.08,12.25,5.33,E
2015/11/2,17.2,2801,2827,1051300,1693,0,6,1.1,12.46,5.23,E
2015/11/3,17.3,2801,9400,1057685,6571,9,317,1.11,12.54,5.2,E
2015/11/4,17.25,2801,10916,1063218,4981,88,345,1.1,12.5,5.22,E
2015/11/5,17.35,2801,3543,1065111,1878,1,120,1.11,12.57,5.19,E
2015/11/6,17,2801,7445,1060802,-4233,0,-130,1.09,12.32,5.29,E
2015/11/9,16.85,2801,3150,1059544,-985,38,-70,1.08,12.21,5.34,E
2015/11/10,16.5,2801,4355,1057803,-1766,0,-33,1.05,11.96,5.45,E
2015/11/11,16.25,2801,6512,1053849,-3798,0,-83,1.04,11.78,5.54,D
2015/11/12,16.35,2801,3848,1053164,-551,0,-96,1.05,11.85,5.5,E
2015/11/13,16.15,2801,4941,1051519,-1418,-1,-40,1.07,12.42,5.57,D
2015/11/16,16.1,2801,4466,1050604,-551,0,42,1.07,12.38,5.59,D
2015/11/17,16.45,2801,4879,1053057,2823,-14,-27,1.09,12.65,5.47,E
2015/11/18,16,2801,7538,1049277,-3780,1,-92,1.06,12.31,5.63,D
2015/11/19,16.45,2801,5632,1051821,2544,75,-328,1.09,12.65,5.47,E
2015/11/20,16.15,2801,3406,1051166,-697,0,-100,1.07,12.42,5.57,D
2015/11/23,16.2,2801,3434,1051217,158,-2,99,1.08,12.46,5.56,D
2015/11/24,16.2,2801,3338,1050794,-423,0,-22,1.08,12.46,5.56,D
2015/11/25,16.1,2801,3761,1049948,-872,0,28,1.07,12.38,5.59,D
2015/11/26,16.45,2801,5372,1053869,3871,0,48,1.09,12.65,5.47,D
2015/11/27,16.2,2801,3514,1052168,-1621,0,-76,1.08,12.46,5.56,D
2015/11/30,16,2801,21136,1043028,-9205,-5,-170,1.06,12.31,5.63,D
2015/12/1,16.3,2801,5328,1045858,2830,0,36,1.08,12.54,5.52,D
2015/12/2,16.1,2801,2117,1045642,-282,0,59,1.07,12.38,5.59,D
2015/12/3,16.1,2801,2579,1045345,-105,-42,98,1.07,12.38,5.59,D
2015/12/4,15.9,2801,6376,1041951,-3394,0,-21,1.06,12.23,5.66,D
2015/12/7,16.05,2801,2804,1043262,1301,0,173,1.07,12.35,5.61,E
2015/12/8,15.8,2801,7035,1038726,-4536,0,-32,1.05,12.15,5.7,D
2015/12/9,15.6,2801,5185,1035461,-3275,0,-179,1.04,12,5.77,D
2015/12/10,15.6,2801,7602,1031271,-4397,0,34,1.04,12,5.77,D
2015/12/11,15.65,2801,5667,1029927,-1578,0,-20,1.04,12.04,5.75,D
2015/12/14,15.65,2801,2815,1028574,-1374,-5,74,1.04,12.04,5.75,D
2015/12/15,15.55,2801,3784,1026096,-2498,0,-10,1.03,11.96,5.79,D
2015/12/16,15.55,2801,3123,1026217,111,-5,10,1.03,11.96,5.79,D
2015/12/17,15.7,2801,5270,1028681,2455,0,-9,1.04,12.08,5.73,D
2015/12/18,15.7,2801,3791,1028862,171,-23,10,1.04,12.08,5.73,D
2015/12/21,15.8,2801,3480,1027799,-880,0,0,1.05,12.15,5.7,E
2015/12/22,15.8,2801,2571,1027338,-192,0,-194,1.05,12.15,5.7,E
2015/12/23,15.85,2801,2554,1028532,1193,0,0,1.05,12.19,5.68,E
2015/12/24,15.8,2801,2774,1028861,330,0,0,1.05,12.15,5.7,E
2015/12/25,15.8,2801,1653,1029032,775,0,-12,1.05,12.15,5.7,D
2015/12/28,15.8,2801,3038,1030706,1674,106,5,1.05,12.15,5.7,D
2015/12/29,15.8,2801,2501,1031368,1326,76,-5,1.05,12.15,5.7,C
2015/12/30,15.7,2801,2919,1030286,-509,0,-113,1.04,12.08,5.73,C
2015/12/31,15.7,2801,1515,1030493,207,0,0,1.04,12.08,5.73,A
2016/1/4,15.3,2801,7230,1027123,-3558,0,-30,1.02,11.77,5.88,A
2016/1/5,15.4,2801,5864,1028361,1238,0,22,1.02,11.85,5.84,A
2016/1/11,15.15,2801,6330,1020043,-2924,0,19,1.01,11.65,5.94,A
2016/1/12,15.2,2801,5242,1018365,-1171,-1,-78,1.01,11.69,5.92,A
2016/1/14,15.15,2801,4523,1017380,-1273,-118,-71,1.01,11.65,5.94,A
2016/1/15,15.2,2801,6609,1015086,-2082,-64,-211,1.01,11.69,5.92,A
2016/1/18,15.1,2801,5135,1011989,-2396,0,-80,1,11.62,5.96,A
2016/1/19,15.1,2801,4381,1011606,-382,0,85,1,11.62,5.96,A
2016/1/20,15.1,2801,5103,1010539,-1262,-65,94,1,11.62,5.96,A
2016/1/21,15,2801,5622,1011185,-1017,0,-332,1,11.54,6,A
2016/1/22,15.1,2801,3614,1011923,371,0,-3,1,11.62,5.96,A
2016/1/25,15.55,2801,4560,1013773,1850,-5,92,1.03,11.96,5.79,A
2016/1/26,15.45,2801,4107,1012009,-1415,2,-162,1.03,11.88,5.83,A
2016/1/27,15.7,2801,5361,1013686,1317,0,-14,1.04,12.08,5.73,A
2016/1/29,16.6,2801,14045,1024677,7578,2,398,1.1,12.77,5.42,C
2016/1/30,16.65,2801,2719,1025926,1249,78,473,1.11,12.81,5.41,C
2016/2/3,15.7,2801,6614,1021487,-2128,0,-404,1.04,12.08,5.73,A
2016/2/17,16,2801,4162,1023662,80,0,278,1.06,12.31,5.63,A
2016/2/18,16,2801,5935,1024941,1193,0,48,1.06,12.31,5.63,A
2016/2/22,16,2801,4362,1027973,-395,0,-34,1.06,12.31,5.63,A
2016/2/23,16.1,2801,2768,1028761,959,0,-76,1.07,12.38,5.59,A
2016/3/3,16.65,2801,7727,1047905,5252,0,2,1.09,12.07,5.41,C
2016/3/4,16.55,2801,4873,1049665,1504,0,0,1.08,11.99,5.44,C
2016/3/7,16.55,2801,4095,1051103,1615,0,-12,1.08,11.99,5.44,C
2016/3/8,16.5,2801,4716,1052502,1399,1,79,1.08,11.96,5.45,C
2016/3/9,16.5,2801,4853,1054397,1896,-36,0,1.08,11.96,5.45,D
2016/3/10,16.65,2801,3084,1056032,1430,0,0,1.09,12.07,5.41,C
2016/3/11,16.75,2801,4756,1059367,3841,0,-12,1.09,12.14,5.37,C
2016/3/14,16.75,2801,3503,1061621,2214,0,-6,1.09,12.14,5.37,C
2016/3/15,16.5,2801,5029,1062636,1277,-1,0,1.08,11.96,5.45,C
2016/3/16,16.75,2801,3956,1065008,2495,0,92,1.09,12.14,5.37,C
2016/3/17,16.9,2801,7734,1070211,5035,0,0,1.1,12.25,5.33,C
2016/3/18,17,2801,11630,1075262,4455,48,-12,1.11,12.32,5.29,D
2016/3/21,17,2801,5264,1076695,1432,0,-10,1.11,12.32,5.29,D
2016/3/22,16.85,2801,4724,1077164,-37,0,-31,1.1,12.21,5.34,C
2016/3/23,16.95,2801,3617,1080015,2841,-8,4,1.11,12.28,5.31,C
2016/3/24,16.85,2801,3245,1080707,692,0,0,1.1,12.21,5.34,C
2016/3/25,16.9,2801,1720,1081615,492,0,0,1.1,12.25,5.33,C
2016/3/28,16.9,2801,2576,1083529,1315,2,0,1.1,12.25,5.33,C
2016/3/29,16.75,2801,4028,1085062,1303,-1,24,1.09,12.14,5.37,C
2016/3/30,17,2801,5734,1089862,4398,0,0,1.11,12.32,5.29,C
2016/3/31,16.5,2801,10626,1089244,-862,0,25,1.08,11.96,5.45,C
2016/4/1,16.65,2801,5907,1089040,-1329,0,53,1.09,12.07,5.41,C
2016/4/6,16.45,2801,5945,1087365,-1737,0,-17,1.07,11.92,5.47,C
2016/4/7,16.4,2801,4023,1085437,-1291,-1,-101,1.07,11.88,5.49,D
2016/4/8,16.3,2801,7582,1082036,-3895,0,0,1.06,11.81,5.52,D
2016/4/11,16.7,2801,5008,1084023,1987,0,0,1.09,12.1,5.39,D
2016/4/12,16.6,2801,2893,1084773,750,0,2,1.08,12.03,5.42,D
2016/4/13,16.75,2801,4741,1087693,2910,-50,26,1.09,12.14,5.37,E
2016/4/14,16.55,2801,4263,1086119,-1834,0,-18,1.08,11.99,5.44,D
2016/4/15,16.7,2801,4630,1088388,1445,-65,-40,1.09,12.1,5.39,E
2016/4/18,16.95,2801,7028,1089326,667,0,66,1.11,12.28,5.31,E
2016/4/19,16.65,2801,4606,1086387,-2970,0,-88,1.09,12.07,5.41,D
2016/4/20,16.55,2801,5546,1086880,690,2,-4,1.08,11.99,5.44,D
2016/4/21,16.7,2801,4510,1088321,1568,0,-13,1.09,12.1,5.39,E
2016/4/22,16.9,2801,4149,1089264,1049,0,0,1.1,12.25,5.33,D
2016/4/25,16.95,2801,3490,1088213,-161,-1,-2,1.11,12.28,5.31,E
2016/4/26,16.9,2801,3656,1088273,1,0,-37,1.1,12.25,5.62,D
2016/4/27,16.9,2801,5237,1087614,-704,0,20,1.1,12.25,5.62,D
2016/4/28,16.9,2801,7911,1084139,-3545,0,-30,1.1,12.25,5.62,D
2016/4/29,16.85,2801,5598,1083141,-1039,0,-23,1.1,12.21,5.64,D
2016/5/3,16.6,2801,6944,1078380,-5264,0,-9,1.08,12.03,5.72,C
2016/5/4,16.55,2801,9505,1076148,-1690,0,72,1.08,11.99,5.74,C
