t_date,p_close,code,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred_days
2016/8/8,17.65,2880,19365,1851949,3414,-10,-5,1.11,12.43,7.08,E
2016/8/9,17.6,2880,14380,1857670,5721,0,4,1.11,12.39,7.1,E
2016/8/10,17.8,2880,21736,1866403,8732,2,26,1.12,12.54,7.02,E
2016/8/11,17.7,2880,24957,1872091,5798,-185,-42,1.12,12.46,7.06,E
2016/8/12,17.7,2880,13404,1879350,6205,-10,-3,1.12,12.46,7.06,E
2016/8/15,17.6,2880,20696,1880485,1135,17,788,1.11,12.39,7.1,E
2016/8/16,17.7,2880,28323,1884941,4456,-20,3058,1.12,12.46,7.06,E
2016/8/17,17.75,2880,39094,1888247,3306,4,7800,1.12,12.5,7.04,E
2016/11/11,15.6,2880,14558,2017934,-11779,-222,-43,0.99,10.91,8.01,A
2016/11/14,15.6,2880,12836,2008714,-9229,0,-138,0.99,10.91,8.01,A
2016/11/15,15.6,2880,8473,2002664,-6217,0,-34,0.99,10.91,8.01,A
2016/11/17,15.65,2880,7398,1995650,-4531,0,-394,1,10.94,7.99,A
2017/7/20,17.75,2880,10252,2084388,-4701,6,18,1.16,14.67,6.76,E
2017/7/21,17.7,2880,6700,2083301,-1086,-1,56,1.16,14.63,6.78,E
2017/7/24,17.75,2880,9393,2084867,1015,0,136,1.16,14.67,6.76,E
2017/7/25,17.8,2880,8887,2087651,1544,4,0,1.16,14.71,6.74,E
2017/7/26,17.8,2880,13116,2091410,608,-15,-365,1.16,14.71,6.74,E
2017/7/27,17.85,2880,10879,2094170,2760,0,1,1.17,14.75,6.72,E
2017/7/28,17.85,2880,8155,2098765,2940,1,-51,1.17,14.75,6.72,E
2017/7/31,17.65,2880,21791,2093901,-5828,14,148,1.15,14.59,6.8,E
2017/8/1,17.8,2880,10554,2093574,-326,-30,16,1.16,14.71,6.74,E
2017/8/2,18.1,2880,22422,2101410,8631,-6,24,1.18,14.96,6.63,E
2017/8/3,18,2880,13256,2099621,-1788,16,1516,1.18,14.88,6.67,E
2017/8/4,18.2,2880,12095,2100605,985,26,18,1.19,15.04,6.59,E
2017/8/7,18.3,2880,15960,2102850,2244,16,717,1.2,15.12,6.56,E
2017/8/8,18.3,2880,14602,2103400,550,18,130,1.2,15.12,6.56,E
2017/8/9,18.1,2880,18201,2098134,-4692,30,-240,1.18,14.96,6.63,E
2017/8/10,17.9,2880,24100,2095870,-2208,13,12,1.17,14.79,6.7,E
2017/8/11,17.9,2880,14391,2093878,-1992,6,31,1.17,14.79,6.7,E
2017/8/14,17.8,2880,18580,2089930,-3948,20,0,1.16,14.71,6.74,E
2017/8/15,17.8,2880,23618,2085095,-4835,228,0,1.16,14.71,6.74,E
2017/8/16,17.85,2880,43270,2079382,-5713,804,2240,1.17,14.75,6.72,E
2017/12/19,16.65,2880,6812,2142103,-1703,0,-59,1.13,13.76,7.21,A
2017/12/20,16.6,2880,4699,2140594,-1342,0,-19,1.13,13.72,7.23,A
2014/1/2,43.55,2881,15774,3119424,1011,242,583,1.48,13.48,2.3,E
2014/1/3,43,2881,13808,3118677,-747,-1792,-729,1.46,13.31,2.33,D
2014/1/6,42.25,2881,14396,3116451,-2226,-400,-948,1.43,13.08,2.37,C
2014/1/7,42.6,2881,11324,3121847,3119,-418,139,1.45,13.19,2.35,C
2014/1/8,42.5,2881,8675,3124760,2913,-1048,32,1.44,13.16,2.35,C
2014/1/9,43,2881,10767,3130018,5258,-12,-18,1.46,13.31,2.33,C
2014/1/10,42.7,2881,12159,3129777,-251,18,-70,1.45,13.22,2.34,C
2014/1/13,43.35,2881,8735,3131436,1660,91,-452,1.47,13.42,2.31,C
2014/1/14,43.3,2881,9028,3132706,1270,-67,468,1.47,13.41,2.31,C
2014/1/15,43.05,2881,14194,3135698,2461,-517,-5,1.46,13.33,2.32,C
2014/1/16,43,2881,11507,3137673,1611,-121,1187,1.46,13.31,2.33,C
2014/1/17,43.05,2881,8325,3138798,1209,-5,371,1.46,13.33,2.32,D
2014/1/20,43.6,2881,12308,3142348,3550,0,-31,1.48,13.5,2.29,D
2014/1/21,43.7,2881,16322,3142317,-31,28,1738,1.48,13.53,2.29,D
2014/1/22,43.9,2881,10260,3144226,2133,105,-1034,1.49,13.59,2.28,D
2014/1/23,43.4,2881,11800,3140511,-3714,162,-667,1.47,13.44,2.3,D
2014/1/24,43.3,2881,15462,3137645,-2867,-855,168,1.47,13.41,2.31,D
2014/1/27,42.8,2881,26923,3127452,-10606,-434,-533,1.45,13.25,2.34,D
2014/2/5,41.3,2881,39169,3108812,-18651,-788,-336,1.4,12.79,2.42,B
2014/2/6,41.5,2881,15465,3101004,-7373,-72,-6,1.41,12.85,2.41,B
2014/2/7,41.75,2881,14196,3095873,-5131,-1288,12,1.42,12.93,2.4,C
2014/2/10,41.6,2881,11121,3091435,-4360,-1292,146,1.41,12.88,2.4,C
2014/2/11,42.1,2881,10046,3090334,-1136,-799,-77,1.43,13.03,2.38,D
2014/2/12,42.6,2881,11426,3091068,769,-586,-195,1.45,13.19,2.35,D
2014/2/13,42.4,2881,8490,3091266,198,842,-716,1.44,13.13,2.36,D
2014/2/14,42.8,2881,14185,3094502,3141,-40,71,1.45,13.25,2.34,D
2014/2/17,42.45,2881,7467,3095215,713,-791,-201,1.44,13.14,2.36,D
2014/2/18,43,2881,7955,3100375,5256,-774,-274,1.46,13.31,2.33,D
2014/2/19,43.2,2881,12125,3106075,5701,131,-924,1.47,13.37,2.31,E
2014/2/20,43.05,2881,7531,3108905,2830,-387,-445,1.46,13.33,2.32,E
2014/2/21,43.4,2881,8725,3113214,4036,-206,81,1.47,13.44,2.3,E
2014/2/24,42.3,2881,23030,3114875,1076,-2735,818,1.43,13.1,2.36,D
2014/2/25,42.2,2881,17748,3115195,320,-2533,1054,1.43,13.07,2.37,D
2014/2/26,42,2881,14456,3112592,-2603,-595,195,1.42,13,2.38,D
2014/2/27,42.35,2881,13450,3115929,3337,-1250,9,1.44,13.11,2.36,D
2014/3/3,41.95,2881,21739,3111652,-4714,-3107,-915,1.42,12.99,2.38,D
2014/3/4,41.6,2881,11818,3108864,-3171,-90,417,1.41,12.88,2.4,C
2014/3/5,41.75,2881,8139,3107951,-912,-104,-182,1.42,12.93,2.4,C
2014/3/6,42,2881,17179,3105184,-2767,-111,1468,1.42,13,2.38,C
2014/3/7,42.3,2881,19543,3104051,-1715,-64,304,1.43,13.1,2.36,D
2014/3/10,41.5,2881,17588,3093160,-10890,-320,792,1.41,12.85,2.41,C
2014/3/11,41.5,2881,17002,3086557,-6603,-200,-12,1.41,12.85,2.41,C
2014/3/12,41.5,2881,15646,3077956,-8600,0,229,1.41,12.85,2.41,C
2014/3/13,41.5,2881,27172,3061496,-16459,-125,2539,1.41,12.85,2.41,C
2014/3/14,41.35,2881,14467,3057722,-3523,72,-997,1.4,12.8,2.42,C
2014/3/17,41.7,2881,9917,3060514,2792,-721,-528,1.41,12.91,2.4,C
2014/3/18,41.8,2881,20022,3053119,-7145,714,560,1.42,12.94,2.39,C
2014/3/19,41.35,2881,15969,3044204,-9278,277,-724,1.4,12.8,2.42,C
2014/3/20,40.5,2881,24721,3034002,-10178,-368,-933,1.37,12.54,2.47,B
2014/3/21,40.55,2881,16767,3032935,-2014,0,527,1.38,12.55,2.47,B
2014/3/24,40.55,2881,19454,3037837,4903,-310,-424,1.38,12.55,2.47,B
2014/3/25,41,2881,15225,3037198,-639,1640,-341,1.39,12.69,2.44,C
2014/3/26,41.1,2881,12122,3038038,840,-1791,-982,1.39,12.72,2.43,D
2014/3/27,41.1,2881,15335,3034473,-3564,-1769,203,1.39,12.72,2.43,D
2014/3/28,41.3,2881,17857,3035535,627,-120,-465,1.4,12.79,2.42,E
2014/3/31,41.3,2881,12610,3038538,1990,-1000,-315,1.4,12.79,2.42,E
2014/4/1,41.4,2881,8016,3041944,3407,74,-437,1.34,12.82,2.42,E
2014/4/2,41.8,2881,10885,3048371,5186,0,106,1.35,13.06,2.39,E
2014/4/3,41.6,2881,17087,3048201,-1729,1,358,1.35,13,2.4,E
2014/4/7,41.5,2881,13929,3048439,-481,-35,36,1.34,12.97,2.41,D
2014/4/8,41.2,2881,8288,3046121,-2318,-24,752,1.33,12.88,2.43,D
2014/4/9,41.3,2881,14939,3041427,-3300,0,143,1.34,12.91,2.42,D
2014/4/10,41.8,2881,16442,3040189,-1248,20,-1289,1.35,13.06,2.39,E
2014/4/11,41.85,2881,10436,3043363,3175,50,-104,1.35,13.08,2.39,E
2014/4/14,41.65,2881,8244,3044157,794,500,-21,1.35,13.02,2.4,E
2014/4/15,41.55,2881,10387,3043632,-524,624,-359,1.34,12.98,2.41,D
2014/4/16,41.6,2881,16397,3048974,5343,-1635,-1296,1.35,13,2.4,E
2014/4/17,41.6,2881,8547,3050864,1890,-391,-191,1.35,13,2.4,D
2014/4/18,41.55,2881,6258,3052060,1196,-980,110,1.34,12.98,2.41,D
2014/4/21,41.1,2881,8757,3047190,-4870,-32,1057,1.33,12.84,2.43,C
2014/4/22,41.3,2881,6840,3049217,1136,-1415,-73,1.34,12.91,2.42,D
2014/4/23,40.75,2881,19165,3049462,246,-1554,-38,1.32,12.73,2.45,C
2014/4/24,40.65,2881,18123,3051644,2182,-3668,40,1.31,12.7,3.69,B
2014/4/25,39.75,2881,21882,3047631,-5095,-1471,-931,1.29,12.42,3.77,A
2014/4/28,39.15,2881,23885,3043256,-4375,107,72,1.27,12.23,3.83,A
2014/4/29,39.15,2881,22244,3043850,253,87,1495,1.27,12.23,3.83,A
2014/4/30,39,2881,17540,3041355,-2494,127,9,1.26,12.19,3.85,A
2014/5/2,39.6,2881,11528,3048013,6653,79,-388,1.28,12.38,3.79,A
2014/5/5,39.15,2881,10557,3046817,-1196,100,836,1.27,12.23,3.83,A
2014/5/6,40.15,2881,18776,3045974,-843,-291,1541,1.3,12.55,3.74,A
2014/5/7,39.7,2881,18012,3039819,-6154,358,-15,1.28,12.41,3.78,A
2014/5/8,40,2881,20838,3037075,-2962,326,386,1.29,12.5,3.75,A
2014/5/9,40,2881,16364,3029942,-7132,100,13,1.29,12.5,3.75,A
2014/5/12,39.85,2881,6500,3028172,-1771,-200,23,1.29,12.45,3.76,A
2014/5/13,39.45,2881,15504,3025897,-2639,-1648,1208,1.28,12.33,3.8,A
2014/5/14,40.05,2881,14306,3027218,1286,1726,-138,1.3,12.52,3.75,A
2014/5/15,39.85,2881,6446,3025765,-1453,-44,812,1.17,12.45,3.76,A
2014/5/16,40.2,2881,15061,3026601,836,1063,-313,1.18,11.29,3.73,A
2014/5/19,41,2881,26872,3030217,3765,1279,246,1.21,11.52,3.66,A
2014/5/20,40.8,2881,16354,3030749,533,-56,-1185,1.2,11.46,3.68,A
2014/5/21,40.2,2881,12586,3026556,-4193,-1,-310,1.18,11.29,3.73,A
2014/5/22,40.85,2881,21815,3032709,6153,-2700,-385,1.2,11.47,3.67,A
2014/5/23,41.5,2881,21750,3088964,13678,100,965,1.22,11.66,3.61,B
2014/5/26,42,2881,22520,3098607,9643,628,-382,1.23,11.8,3.57,C
2014/5/27,42.1,2881,17080,3106620,8027,259,-952,1.24,11.83,3.56,B
2014/5/28,42.75,2881,34017,3115850,9230,750,2608,1.26,12.01,3.51,C
2014/5/29,43.1,2881,37241,3132272,16423,1127,-867,1.27,12.11,3.48,D
2014/5/30,43.15,2881,36991,3147375,15103,2210,-458,1.27,12.12,3.48,C
2014/6/3,43.1,2881,22826,3152533,5158,522,-236,1.27,12.11,3.48,C
2014/6/4,42.85,2881,15023,3158472,5940,-10,-893,1.26,12.04,3.5,C
2014/6/5,43.1,2881,12121,3159802,1331,-8,-250,1.27,12.11,3.48,C
2014/6/6,43,2881,10196,3164728,4928,-700,397,1.26,12.08,3.49,C
2014/6/9,42.85,2881,8064,3168008,3280,0,-151,1.26,12.04,3.5,C
2014/6/10,43.35,2881,17040,3177659,9651,-348,410,1.27,12.18,3.46,C
2014/6/11,43.3,2881,9656,3180686,2861,-29,-275,1.27,12.16,3.46,B
2014/6/12,43.3,2881,5845,3182368,1682,33,299,1.27,12.16,3.46,A
2014/6/13,43,2881,8347,3182600,233,-372,27,1.26,12.08,3.49,A
2014/6/16,43.15,2881,11807,3184649,5478,-34,-456,1.27,12.12,3.48,A
2014/6/17,43.25,2881,11931,3172638,2836,-329,1447,1.27,12.15,3.47,A
2014/6/18,43.3,2881,15685,3175535,6494,24,541,1.27,12.16,3.46,A
2014/6/19,43.55,2881,19176,3177626,2091,0,3875,1.28,12.23,3.44,A
2014/6/20,43.3,2881,29850,3154883,-11131,-769,5872,1.27,12.16,3.46,A
2014/6/23,42.05,2881,23010,3152422,5372,-495,-6090,1.24,11.81,3.57,A
2014/6/24,42.25,2881,14312,3150739,4606,8,-2220,1.24,11.87,3.55,A
2014/6/25,42.85,2881,16714,3159120,8196,-86,-692,1.26,12.04,3.5,A
2014/6/26,42.8,2881,12588,3160335,1236,0,-174,1.26,12.02,3.5,A
2014/6/27,42.55,2881,11767,3160821,2199,0,172,1.25,11.95,3.53,A
2014/6/30,43.15,2881,11886,3164810,4174,-41,543,1.27,12.12,3.48,A
2014/7/1,43,2881,6805,3164582,-138,-40,638,1.26,12.08,3.49,A
2014/7/2,43.1,2881,12630,3165864,1282,-11,-1180,1.27,12.11,3.48,A
2014/7/3,42.75,2881,6545,3153203,-2080,-33,300,1.26,12.01,3.51,A
2014/7/4,43,2881,6608,3153442,238,-5,1175,1.26,12.08,3.49,A
2014/7/7,43,2881,7656,3154822,1224,-489,692,1.26,12.08,3.49,B
2014/7/8,43.45,2881,13990,3163582,8761,-982,-158,1.28,12.21,3.45,B
2014/7/9,44.65,2881,33270,3171972,8390,1886,3719,1.31,12.54,3.36,B
2014/7/10,45.7,2881,33530,3180043,8832,2382,-1431,1.34,12.84,3.28,C
2014/7/11,45.6,2881,24431,3188886,8700,1046,-15,1.34,12.81,3.29,B
2014/7/14,47,2881,37094,3190917,2224,3530,4322,1.38,13.2,3.19,D
2014/7/15,48.55,2881,41127,3200944,10026,2208,-3367,1.43,13.64,3.09,D
2014/7/16,47,2881,32367,3198568,-3140,309,-203,1.38,13.2,3.19,C
2014/7/17,47.4,2881,22146,3215898,6673,521,2227,1.39,13.31,3.16,D
2014/7/18,47.45,2881,16185,3224691,8794,1739,-497,1.4,13.33,3.16,D
2014/7/21,47.7,2881,18355,3225135,445,154,-1069,1.4,13.4,3.14,D
2014/7/22,48.2,2881,22134,3229799,4502,1046,-385,1.42,13.54,3.11,C
2014/7/24,48.7,2881,19331,3236303,6583,39,-1892,1.43,13.68,3.08,C
2014/7/25,49.3,2881,27519,3240618,4315,2532,-790,1.45,13.85,3.04,C
2014/7/28,49.5,2881,14833,3244786,4168,147,-409,1.46,13.9,3.03,D
2014/7/29,47.5,2881,30649,3247715,3320,-469,-513,1.4,13.34,3.16,B
2014/7/30,48.6,2881,21747,3257108,9394,-1708,-257,1.43,13.65,3.09,B
2014/7/31,47.5,2881,19068,3256318,-257,-704,1971,1.4,13.34,3.16,B
2014/8/1,46.4,2881,16684,3258260,2004,-69,-623,1.36,13.03,3.23,A
2014/8/4,46.4,2881,15337,3262070,3213,-6,-470,1.36,13.03,3.23,A
2014/8/5,44.55,2881,35623,3254316,-7423,-1336,-3608,1.31,12.51,3.37,A
2014/8/6,45.25,2881,19722,3262943,7961,-587,-521,1.33,12.71,3.31,A
2014/8/7,45.55,2881,8085,3264523,1579,350,-299,1.34,12.79,3.29,A
2014/8/8,45.45,2881,11095,3267441,-9,1697,32,1.34,12.77,3.3,A
2014/8/11,46.4,2881,13799,3267974,1534,277,-138,1.36,13.03,3.23,A
2014/8/12,46.35,2881,12562,3266684,-1290,-1029,-279,1.36,13.02,3.24,A
2014/8/13,46.7,2881,21809,3268769,3085,-132,1026,1.37,13.12,3.21,A
2014/8/14,47.45,2881,15468,3272083,2019,3250,-843,1.4,13.33,3.16,B
2014/8/15,46.8,2881,9458,3271826,-1533,-538,538,1.38,13.15,3.21,B
2014/8/18,46,2881,16386,3270759,-4558,188,277,1.35,12.92,3.26,A
2014/8/19,46.6,2881,14648,3275425,4666,-118,223,1.37,13.09,3.22,B
2014/8/20,48.5,2881,28171,3285407,8668,1384,2691,1.43,13.62,3.09,B
2014/8/21,48.5,2881,17894,3290044,4637,372,-1423,1.43,13.62,3.09,B
2014/8/22,49,2881,35449,3302727,12791,1015,137,1.44,13.76,3.06,C
2014/8/25,48.75,2881,17406,3306024,3406,59,1023,1.43,13.69,3.08,D
2014/8/26,48.6,2881,15941,3310695,4671,2,232,1.38,13.65,3.09,C
2014/8/27,49.55,2881,27132,3325384,14877,303,-962,1.41,12.03,3.03,E
2014/8/28,49.6,2881,15322,3338767,5778,-456,-888,1.41,12.04,3.02,E
2014/8/29,48.8,2881,14443,3343998,292,0,727,1.39,11.84,3.07,E
2014/9/1,49.4,2881,8916,3345819,1821,70,-728,1.4,11.99,3.04,E
2014/9/2,48.95,2881,7169,3344869,-949,0,826,1.39,11.88,3.06,E
2014/9/3,50,2881,22468,3368656,10143,231,-316,1.42,12.14,3,E
2014/9/4,49.9,2881,11695,3370142,1485,1851,-279,1.42,12.11,3.01,D
2014/9/5,49.85,2881,9580,3374170,3230,54,-287,1.42,12.1,3.01,E
2014/9/9,50.2,2881,14011,3381428,7258,-3,-379,1.43,12.18,2.99,D
2014/9/10,50,2881,18013,3379265,-4295,10,-1426,1.42,12.14,3,D
2014/9/11,49.6,2881,13677,3377007,-2258,55,814,1.41,12.04,3.02,C
2014/9/12,49,2881,12041,3378656,1649,187,220,1.39,11.89,3.06,D
2014/9/15,48.5,2881,13343,3377524,-652,147,-1034,1.38,11.77,3.09,B
2014/9/16,48.3,2881,8609,3376822,-702,-227,-232,1.37,11.72,3.11,C
2014/9/17,48.45,2881,16382,3374196,-1535,70,1451,1.38,11.76,3.1,C
2014/9/18,49,2881,9999,3375127,1116,965,-641,1.39,11.89,3.06,E
2014/9/19,49.15,2881,14322,3373678,-1449,-235,986,1.4,11.93,3.05,D
2014/9/22,49.05,2881,13279,3369974,-3299,44,-627,1.39,11.91,3.06,D
2014/9/23,48.2,2881,13329,3368907,-959,9,-210,1.37,11.7,3.11,C
2014/9/24,48.15,2881,13722,3370397,1674,1087,300,1.37,11.69,3.12,C
2014/9/25,47.45,2881,27032,3367934,-5764,-1385,511,1.35,11.52,3.16,B
2014/9/26,46.5,2881,29001,3361760,-7710,0,1793,1.32,11.29,3.23,B
2014/9/29,46.7,2881,22324,3362818,-828,-47,580,1.33,11.33,3.21,A
2014/9/30,46.7,2881,22579,3363946,2049,63,-447,1.33,11.33,3.21,A
2014/10/1,46.5,2881,11202,3360101,-3568,723,-12,1.32,11.29,3.23,A
2014/10/2,46.6,2881,12313,3358728,-1373,1519,-356,1.32,11.31,3.22,A
2014/10/3,48.05,2881,16596,3359450,721,450,-13,1.37,11.66,3.12,A
2014/10/6,47.8,2881,15943,3356862,-5013,418,-104,1.36,11.6,3.14,A
2014/10/7,48.2,2881,19878,3362290,5429,130,-154,1.37,11.7,3.11,A
2014/10/8,48,2881,15519,3359977,-2313,184,-293,1.36,11.65,3.13,B
2014/10/9,49.35,2881,25555,3364338,4361,335,-658,1.4,11.98,3.04,B
2014/10/13,48.4,2881,24990,3367985,3557,1587,-851,1.38,11.75,3.1,A
2014/10/14,49.3,2881,20648,3371312,3256,100,183,1.4,11.97,3.04,B
2014/10/15,48.75,2881,22382,3373232,1840,296,-1658,1.38,11.83,3.08,B
2014/10/16,48,2881,26780,3364871,-8460,0,408,1.36,11.65,3.13,A
2014/10/17,46.4,2881,26220,3360481,-4114,4,-2880,1.32,11.26,3.23,A
2014/10/20,47.3,2881,20347,3354419,-6062,40,407,1.34,11.48,3.17,A
2014/10/21,47.45,2881,6801,3354702,283,-6,-471,1.35,11.52,3.16,B
2014/10/22,47.75,2881,15857,3351412,-3621,1215,2154,1.36,11.59,3.14,A
2014/10/23,48.3,2881,9916,3354288,2876,121,-68,1.37,11.72,3.11,A
2014/10/24,48.05,2881,9151,3354612,-137,15,-494,1.37,11.66,3.12,B
2014/10/27,48.6,2881,11133,3357410,3302,139,-466,1.38,11.8,3.09,B
2014/10/28,50.8,2881,48354,3379699,22864,328,5988,1.44,12.33,2.95,C
2014/10/29,51.2,2881,38743,3384784,5085,3975,-832,1.45,12.43,2.93,D
2014/10/30,50.9,2881,16942,3385984,699,460,12,1.45,12.35,2.95,D
2014/10/31,51.4,2881,18367,3390709,4726,1160,-765,1.46,12.48,2.92,D
2014/11/3,51.3,2881,10854,3391678,969,-6,-117,1.46,12.45,2.92,D
2014/11/4,51,2881,13620,3396944,5266,64,52,1.45,12.38,2.94,E
2014/11/5,50.8,2881,8894,3397858,913,16,-48,1.44,12.33,2.95,D
2014/11/6,50.3,2881,7334,3398152,634,0,-116,1.43,12.21,2.98,C
2014/11/7,50.4,2881,6827,3399254,1102,-33,-177,1.43,12.23,2.98,C
2014/11/10,51.4,2881,20178,3407850,8596,1157,1944,1.46,12.48,2.92,C
2014/11/11,51.3,2881,10312,3407008,-842,91,78,1.46,12.45,2.92,D
2014/11/12,50.1,2881,14806,3403540,-3468,239,-584,1.42,12.16,2.99,C
2014/11/13,50.8,2881,8840,3404212,243,-125,-810,1.44,12.33,2.95,D
2014/11/14,50.8,2881,8905,3403843,-369,-130,-667,1.44,12.33,2.95,D
2014/11/17,49.85,2881,16288,3395609,-8233,-64,453,1.42,12.1,3.01,D
2014/11/18,49.8,2881,11529,3395461,-148,94,-954,1.41,12.09,3.01,D
2014/11/19,50.2,2881,18537,3399609,1303,-240,-104,1.43,12.18,2.99,E
2014/11/20,50.8,2881,12420,3397983,-1325,119,2225,1.44,12.33,2.95,E
2014/11/21,50.4,2881,10417,3394960,-3083,-279,781,1.43,12.23,2.98,D
2014/11/24,50.9,2881,10578,3393510,-1449,205,0,1.45,12.35,2.95,D
2014/11/25,50.4,2881,8804,3391247,-2263,1,-155,1.43,12.23,2.98,C
2014/11/26,50.5,2881,8155,3389431,-1816,-252,-751,1.43,12.26,2.97,C
2014/11/27,50.2,2881,13170,3386965,-2466,-308,-632,1.38,12.18,2.99,C
2014/11/28,50.7,2881,12564,3388408,1444,-22,-353,1.4,8.73,2.96,C
2014/12/1,49.35,2881,27668,3378311,-10097,-1070,-2659,1.36,8.49,3.04,B
2014/12/2,48.25,2881,34813,3375349,-4961,-9173,-1425,1.33,8.3,3.11,A
2014/12/3,49.75,2881,22226,3374512,-837,-748,536,1.37,8.56,3.02,B
2014/12/4,50.3,2881,15247,3373106,594,-200,-135,1.39,8.66,2.98,C
2014/12/5,50.5,2881,12879,3375362,2255,-532,-75,1.39,8.69,2.97,C
2014/12/8,51.2,2881,16696,3381925,6564,-166,-529,1.41,8.81,2.93,E
2014/12/9,50.4,2881,9875,3382133,208,-288,-300,1.39,8.67,2.98,D
2014/12/10,49.95,2881,19465,3381259,-874,-8,-3496,1.38,8.6,3,C
2014/12/11,49.85,2881,11638,3379993,-1624,-1,-342,1.37,8.58,3.01,C
2014/12/12,49.75,2881,9480,3378737,-1256,-644,-983,1.37,8.56,3.02,D
2014/12/15,49.2,2881,11263,3375397,-3340,-288,426,1.36,8.47,3.05,B
2014/12/16,48.7,2881,10933,3373309,-2088,-791,1606,1.34,8.38,3.08,B
2014/12/17,47.7,2881,26270,3361191,-11848,-1995,-528,1.32,8.21,3.14,B
2014/12/18,47.75,2881,19039,3354810,-6112,-2421,-310,1.32,8.22,3.14,B
2014/12/19,48.5,2881,11899,3358061,3252,-210,279,1.34,8.35,3.09,B
2014/12/22,49.45,2881,9620,3359596,1805,800,499,1.36,8.51,3.03,C
2014/12/23,49.95,2881,10948,3358792,-804,60,380,1.38,8.6,3,C
2014/12/24,50.2,2881,8291,3359222,1006,50,100,1.38,8.64,2.99,B
2014/12/25,49.95,2881,5422,3358893,-329,-440,466,1.38,8.6,3,B
2014/12/26,50.3,2881,5277,3359466,574,-304,451,1.39,8.66,2.98,C
2014/12/27,50.4,2881,4774,3359466,0,0,-171,1.39,8.67,2.98,B
2014/12/29,50.7,2881,10330,3362067,2602,-13,78,1.4,8.73,2.96,B
2014/12/30,50.9,2881,10753,3365410,3343,23,-296,1.4,8.76,2.95,C
2014/12/31,50.7,2881,7016,3364292,-1118,-685,-201,1.4,8.73,2.96,C
2015/1/5,50.4,2881,11530,3362624,-1668,-764,-352,1.39,8.67,2.98,C
2015/1/6,48.5,2881,27324,3350683,-11940,-3909,-623,1.34,8.35,3.09,B
2015/1/7,49,2881,14051,3353378,2695,-238,-613,1.35,8.43,3.06,A
2015/1/8,49.9,2881,9389,3357160,3782,-23,-9,1.38,8.59,3.01,B
2015/1/9,49.65,2881,12295,3358641,1231,-57,-315,1.37,8.55,3.02,B
2015/1/12,49.15,2881,5424,3358224,-418,-258,0,1.36,8.46,3.05,B
2015/1/13,50.3,2881,14530,3364424,6200,-81,-1128,1.39,8.66,2.98,B
2015/1/14,49.85,2881,15628,3366892,2468,-79,-1123,1.37,8.58,3.01,A
2015/1/15,49.6,2881,10611,3364338,-2554,55,-102,1.37,8.54,3.02,A
2015/1/16,49.3,2881,18760,3361828,-2510,-120,-1290,1.36,8.49,3.04,A
2015/1/19,49.25,2881,8872,3363123,1295,-9,-285,1.36,8.48,3.05,A
2015/1/20,49.65,2881,10224,3367555,4251,-500,949,1.37,8.55,3.02,A
2015/1/21,50.2,2881,12544,3374940,7437,0,-18,1.38,8.64,2.99,A
2015/1/22,50.9,2881,18114,3385007,10068,961,651,1.4,8.76,2.95,A
2015/1/23,50.8,2881,31102,3385666,1049,-78,498,1.4,8.74,2.95,A
2015/1/26,50.7,2881,9395,3387194,1168,0,91,1.4,8.73,2.96,A
2015/1/27,51.5,2881,18528,3397234,10041,70,401,1.42,8.86,2.91,A
2015/1/28,51.3,2881,12652,3398723,1489,0,353,1.41,8.83,2.92,A
2015/1/29,51.1,2881,12209,3400028,1305,-200,-108,1.41,8.8,2.94,A
2015/1/30,50.3,2881,13883,3395452,-4576,-81,528,1.39,8.66,2.98,A
2015/2/2,50.3,2881,9685,3394101,-2090,-305,679,1.39,8.66,2.98,A
2015/2/3,50.3,2881,10498,3393289,-812,13,607,1.39,8.66,2.98,A
2015/2/4,51.5,2881,26127,3407470,13804,999,373,1.42,8.86,2.91,A
2015/2/5,51.7,2881,14303,3408089,619,178,-172,1.43,8.9,2.9,A
2015/2/6,51.4,2881,9896,3410008,1919,0,189,1.42,8.85,2.92,A
2015/2/9,51.3,2881,9494,3409653,-355,83,8,1.41,8.83,2.92,A
2015/2/10,52.8,2881,39202,3416896,7243,2736,2610,1.46,9.09,2.84,A
2015/2/11,52.7,2881,24112,3420635,3739,3117,-1310,1.45,9.07,2.85,A
2015/2/12,52.9,2881,21668,3424456,3821,1778,-1369,1.46,9.1,2.84,A
2015/2/13,53.5,2881,16772,3429495,5039,-12,-1418,1.48,9.21,2.8,A
2015/2/24,55.5,2881,39185,3443071,13575,742,460,1.53,9.55,2.7,B
2015/2/25,55.5,2881,16801,3446273,2653,-53,-1264,1.53,9.55,2.7,B
2015/2/26,56,2881,35889,3452470,6186,1232,175,1.54,9.64,2.68,D
2015/3/2,55.9,2881,19341,3456925,4675,0,-295,1.54,9.62,2.68,C
2015/3/3,55.2,2881,21407,3458533,2024,-306,246,1.52,9.5,2.72,B
2015/3/4,55,2881,12449,3458635,-15,-207,905,1.52,9.47,2.73,C
2015/3/5,54.4,2881,13506,3456455,-2282,-264,30,1.5,9.36,2.76,A
2015/3/6,55.4,2881,11426,3458773,1609,0,758,1.53,9.54,2.71,B
2015/3/9,55,2881,11852,3456917,-1540,-9,-716,1.52,9.47,2.73,B
